Level,Date,State FIPS,State Postal Code,County FIPS,County Name,Population Staying at Home,Population Not Staying at Home,Number of Trips,Number of Trips <1,Number of Trips 1-3,Number of Trips 3-5,Number of Trips 5-10,Number of Trips 10-25,Number of Trips 25-50,Number of Trips 50-100,Number of Trips 100-250,Number of Trips 250-500,Number of Trips >=500,Row ID,Week,Month
County,2020/02/04,06,CA,06085,Santa Clara County,"354,523","1,573,329","6,607,090","1,856,466","1,600,808","770,645","1,068,000","885,448","306,945","80,829","20,160","7,040","10,749",06-06085-20200204,5,2
County,2020/02/04,06,CA,06081,San Mateo County,"149,653","616,920","2,586,455","757,164","652,672","282,397","369,334","380,758","108,640","20,331","7,914","2,246","4,999",06-06081-20200204,5,2
County,2020/02/04,06,CA,06075,San Francisco County,"236,641","644,908","2,642,063","932,634","687,238","330,381","362,006","200,929","90,269","22,801","6,330","3,533","5,942",06-06075-20200204,5,2
County,2020/02/04,06,CA,06001,Alameda County,"319,678","1,351,651","5,665,564","1,640,121","1,372,211","634,104","722,163","920,810","295,508","49,076","17,700","5,920","7,951",06-06001-20200204,5,2
County,2020/02/05,06,CA,06001,Alameda County,"321,653","1,349,676","5,747,760","1,667,829","1,424,978","647,003","722,865","908,249","291,040","52,026","18,402","6,459","8,909",06-06001-20200205,5,2
County,2020/02/05,06,CA,06075,San Francisco County,"236,522","645,027","2,688,318","958,227","718,363","343,958","339,445","203,620","86,726","21,894","7,266","3,558","5,261",06-06075-20200205,5,2
County,2020/02/05,06,CA,06081,San Mateo County,"148,864","617,709","2,663,335","797,670","669,689","296,181","375,697","381,234","108,765","18,824","8,007","2,791","4,477",06-06081-20200205,5,2
County,2020/02/05,06,CA,06085,Santa Clara County,"358,714","1,569,138","6,755,832","1,979,562","1,621,234","777,082","1,054,758","894,289","306,154","83,707","20,873","6,749","11,424",06-06085-20200205,5,2
County,2020/02/06,06,CA,06001,Alameda County,"318,803","1,352,526","5,818,754","1,709,418","1,431,905","639,059","710,650","939,789","303,684","51,694","17,885","5,913","8,757",06-06001-20200206,5,2
County,2020/02/06,06,CA,06075,San Francisco County,"238,429","643,120","2,687,471","949,007","708,553","331,165","356,117","217,505","87,003","21,663","7,039","3,205","6,214",06-06075-20200206,5,2
County,2020/02/06,06,CA,06081,San Mateo County,"148,360","618,213","2,698,605","815,044","666,517","294,852","380,409","388,242","116,840","20,047","8,471","3,454","4,729",06-06081-20200206,5,2
County,2020/02/06,06,CA,06085,Santa Clara County,"356,732","1,571,120","6,880,235","2,009,006","1,661,020","787,044","1,091,860","895,546","311,654","83,465","22,469","7,186","10,985",06-06085-20200206,5,2
County,2020/02/07,06,CA,06085,Santa Clara County,"351,683","1,576,169","7,082,371","2,021,909","1,776,075","837,915","1,124,335","901,437","296,245","84,111","22,960","7,126","10,258",06-06085-20200207,5,2
County,2020/02/07,06,CA,06081,San Mateo County,"147,556","619,017","2,728,640","796,906","709,782","305,293","372,317","390,073","113,861","21,999","10,014","3,838","4,557",06-06081-20200207,5,2
County,2020/02/07,06,CA,06075,San Francisco County,"234,255","647,294","2,773,380","971,901","757,189","344,641","356,253","213,006","84,097","26,352","9,467","3,572","6,902",06-06075-20200207,5,2
County,2020/02/07,06,CA,06001,Alameda County,"320,478","1,350,851","5,997,264","1,750,370","1,514,244","668,243","753,049","935,694","284,850","54,698","21,238","5,975","8,903",06-06001-20200207,5,2
County,2020/02/08,06,CA,06001,Alameda County,"353,500","1,317,829","5,448,302","1,514,104","1,421,793","650,803","684,499","822,837","258,287","62,683","19,807","6,037","7,452",06-06001-20200208,5,2
County,2020/02/08,06,CA,06075,San Francisco County,"246,423","635,126","2,698,431","951,197","721,251","328,738","344,178","220,292","85,843","28,770","9,434","3,170","5,558",06-06075-20200208,5,2
County,2020/02/08,06,CA,06081,San Mateo County,"162,540","604,033","2,572,801","731,097","674,987","300,351","355,977","346,939","116,410","26,925","12,483","3,231","4,401",06-06081-20200208,5,2
County,2020/02/08,06,CA,06085,Santa Clara County,"396,192","1,531,660","6,625,773","1,888,295","1,735,157","775,063","1,018,087","765,505","305,968","96,421","26,385","6,096","8,796",06-06085-20200208,5,2
County,2020/02/09,06,CA,06001,Alameda County,"431,280","1,240,049","4,861,115","1,373,275","1,294,510","573,176","608,635","678,840","233,526","60,124","21,677","6,306","11,046",06-06001-20200209,6,2
County,2020/02/09,06,CA,06075,San Francisco County,"291,022","590,527","2,387,387","812,039","642,979","293,774","302,164","196,005","85,236","31,340","12,412","3,813","7,625",06-06075-20200209,6,2
County,2020/02/09,06,CA,06081,San Mateo County,"200,732","565,841","2,291,501","633,052","615,917","270,444","308,474","308,009","101,442","30,898","14,139","3,156","5,970",06-06081-20200209,6,2
County,2020/02/09,06,CA,06085,Santa Clara County,"481,640","1,446,212","5,878,509","1,679,097","1,547,461","700,051","914,531","637,878","260,129","90,347","30,901","7,984","10,130",06-06085-20200209,6,2
County,2020/02/10,06,CA,06001,Alameda County,"330,273","1,341,056","5,884,431","1,686,190","1,463,251","637,558","735,964","957,699","312,377","52,851","18,713","7,124","12,704",06-06001-20200210,6,2
County,2020/02/10,06,CA,06075,San Francisco County,"245,193","636,356","2,733,170","956,449","729,458","337,061","350,360","208,015","105,000","26,632","8,214","3,625","8,356",06-06075-20200210,6,2
County,2020/02/10,06,CA,06081,San Mateo County,"152,532","614,041","2,745,067","796,467","694,844","314,402","380,051","400,537","116,091","22,731","9,129","3,943","6,872",06-06081-20200210,6,2
County,2020/02/10,06,CA,06085,Santa Clara County,"363,618","1,564,234","6,966,473","1,983,513","1,681,505","804,207","1,107,640","927,099","328,208","88,927","24,820","7,915","12,639",06-06085-20200210,6,2
County,2020/02/11,06,CA,06001,Alameda County,"309,536","1,361,793","5,915,094","1,685,442","1,455,413","651,273","737,087","975,247","318,622","56,170","18,021","6,013","11,806",06-06001-20200211,6,2
County,2020/02/11,06,CA,06075,San Francisco County,"232,204","649,345","2,705,049","930,297","740,578","335,759","341,012","213,543","99,463","24,008","7,821","4,304","8,264",06-06075-20200211,6,2
County,2020/02/11,06,CA,06081,San Mateo County,"144,294","622,279","2,733,629","792,506","687,539","311,557","374,873","408,893","118,750","22,316","8,212","3,050","5,933",06-06081-20200211,6,2
County,2020/02/11,06,CA,06085,Santa Clara County,"346,212","1,581,640","7,020,236","2,015,942","1,693,072","812,198","1,104,504","924,947","340,726","85,145","23,777","7,476","12,449",06-06085-20200211,6,2
County,2020/02/12,06,CA,06085,Santa Clara County,"354,179","1,573,673","7,213,679","2,038,470","1,740,096","819,852","1,151,490","978,233","346,748","90,456","27,489","7,301","13,544",06-06085-20200212,6,2
County,2020/02/12,06,CA,06081,San Mateo County,"149,036","617,537","2,834,219","825,060","699,934","326,263","397,198","416,387","127,531","24,079","8,267","3,100","6,400",06-06081-20200212,6,2
County,2020/02/12,06,CA,06075,San Francisco County,"242,944","638,605","2,818,712","998,364","743,526","348,314","359,484","212,950","106,965","27,339","8,371","3,982","9,417",06-06075-20200212,6,2
County,2020/02/12,06,CA,06001,Alameda County,"322,495","1,348,834","6,132,313","1,711,180","1,519,948","684,449","774,549","1,020,011","324,483","58,839","19,060","6,213","13,581",06-06001-20200212,6,2
County,2020/02/13,06,CA,06001,Alameda County,"318,426","1,352,903","6,200,068","1,767,712","1,513,960","682,861","766,437","1,025,391","331,365","70,400","19,961","7,656","14,325",06-06001-20200213,6,2
County,2020/02/13,06,CA,06075,San Francisco County,"239,049","642,500","2,887,864","1,026,656","763,621","357,654","353,671","227,135","105,405","32,858","8,447","3,769","8,648",06-06075-20200213,6,2
County,2020/02/13,06,CA,06081,San Mateo County,"149,290","617,283","2,846,941","829,376","709,266","321,610","394,519","419,714","125,737","24,132","11,072","3,867","7,648",06-06081-20200213,6,2
County,2020/02/13,06,CA,06085,Santa Clara County,"349,493","1,578,359","7,179,573","2,016,959","1,743,464","836,484","1,149,918","949,273","334,068","99,181","26,939","9,177","14,110",06-06085-20200213,6,2
County,2020/02/14,06,CA,06001,Alameda County,"306,939","1,364,390","6,637,406","1,902,899","1,662,591","739,505","834,083","1,031,669","338,538","76,253","27,474","9,462","14,932",06-06001-20200214,6,2
County,2020/02/14,06,CA,06075,San Francisco County,"239,369","642,180","3,103,381","1,108,534","829,373","364,908","402,393","232,104","106,685","34,590","11,430","4,699","8,665",06-06075-20200214,6,2
County,2020/02/14,06,CA,06081,San Mateo County,"143,777","622,796","3,013,338","880,307","772,376","349,420","409,327","419,961","124,669","30,011","14,720","4,379","8,168",06-06081-20200214,6,2
County,2020/02/14,06,CA,06085,Santa Clara County,"338,586","1,589,266","7,724,414","2,155,578","1,902,023","922,562","1,249,438","984,848","345,768","105,666","33,370","11,064","14,097",06-06085-20200214,6,2
County,2020/02/15,06,CA,06001,Alameda County,"344,982","1,326,347","6,178,316","1,766,640","1,567,110","685,376","785,800","913,613","318,187","88,009","30,619","8,388","14,574",06-06001-20200215,6,2
County,2020/02/15,06,CA,06075,San Francisco County,"243,109","638,440","3,080,635","1,077,321","820,163","362,830","405,259","245,118","100,706","41,367","14,903","4,146","8,822",06-06075-20200215,6,2
County,2020/02/15,06,CA,06081,San Mateo County,"159,176","607,397","2,878,531","825,552","731,848","337,051","388,838","379,243","143,116","38,976","21,112","5,362","7,433",06-06081-20200215,6,2
County,2020/02/15,06,CA,06085,Santa Clara County,"388,045","1,539,807","7,370,195","2,067,019","1,876,464","846,956","1,141,611","885,076","358,770","130,879","37,530","12,193","13,697",06-06085-20200215,6,2
County,2020/02/16,06,CA,06001,Alameda County,"368,368","1,302,961","5,663,736","1,635,737","1,456,204","659,833","702,529","791,664","286,516","82,618","27,112","8,477","13,046",06-06001-20200216,7,2
County,2020/02/16,06,CA,06075,San Francisco County,"249,455","632,094","2,852,529","1,017,722","730,480","341,630","370,396","233,355","94,004","39,220","14,107","4,171","7,444",06-06075-20200216,7,2
County,2020/02/16,06,CA,06081,San Mateo County,"168,632","597,941","2,682,056","779,434","683,011","297,612","363,180","367,511","122,153","40,332","17,824","4,472","6,527",06-06081-20200216,7,2
County,2020/02/16,06,CA,06085,Santa Clara County,"412,904","1,514,948","6,723,525","1,908,405","1,731,449","786,499","1,017,368","776,932","319,981","122,225","37,846","10,463","12,357",06-06085-20200216,7,2
County,2020/02/17,06,CA,06001,Alameda County,"461,189","1,210,140","4,914,364","1,409,523","1,221,600","563,264","603,679","739,478","262,633","67,335","27,811","7,419","11,622",06-06001-20200217,7,2
County,2020/02/17,06,CA,06075,San Francisco County,"315,171","566,378","2,417,984","851,396","627,913","279,123","318,926","199,024","83,412","34,590","12,397","4,405","6,798",06-06075-20200217,7,2
County,2020/02/17,06,CA,06081,San Mateo County,"210,603","555,970","2,270,598","648,411","588,856","267,208","303,391","302,361","102,384","29,893","18,101","4,385","5,608",06-06081-20200217,7,2
County,2020/02/17,06,CA,06085,Santa Clara County,"511,238","1,416,614","5,838,028","1,684,951","1,481,143","672,576","878,794","696,585","272,919","99,038","31,525","9,577","10,920",06-06085-20200217,7,2
County,2020/02/18,06,CA,06001,Alameda County,"320,282","1,351,047","6,163,778","1,814,215","1,467,487","661,361","772,792","1,004,126","335,145","67,135","20,338","6,659","14,520",06-06001-20200218,7,2
County,2020/02/18,06,CA,06075,San Francisco County,"239,877","641,672","2,916,788","1,027,266","770,490","355,544","383,842","227,636","101,446","29,680","9,590","4,027","7,267",06-06075-20200218,7,2
County,2020/02/18,06,CA,06081,San Mateo County,"147,738","618,835","2,850,353","814,533","712,461","313,840","401,661","430,137","129,259","26,258","11,456","4,201","6,547",06-06081-20200218,7,2
County,2020/02/18,06,CA,06085,Santa Clara County,"357,470","1,570,382","6,989,603","1,965,155","1,661,214","790,349","1,118,705","965,125","335,775","102,146","27,645","9,371","14,118",06-06085-20200218,7,2
County,2020/02/19,06,CA,06075,San Francisco County,"224,242","657,307","2,983,316","1,061,797","792,110","363,242","386,568","231,626","103,425","26,808","7,399","2,731","7,610",06-06075-20200219,7,2
County,2020/02/19,06,CA,06081,San Mateo County,"141,915","624,658","2,941,709","852,107","733,924","322,805","418,340","439,675","130,088","24,826","10,606","3,414","5,924",06-06081-20200219,7,2
County,2020/02/19,06,CA,06085,Santa Clara County,"340,351","1,587,501","7,294,774","2,069,041","1,738,715","842,807","1,157,427","990,766","345,194","100,706","26,736","9,644","13,738",06-06085-20200219,7,2
County,2020/02/19,06,CA,06001,Alameda County,"303,404","1,367,925","6,464,932","1,888,156","1,586,251","717,059","786,263","1,046,745","337,439","67,160","18,001","6,128","11,730",06-06001-20200219,7,2
County,2020/02/20,06,CA,06075,San Francisco County,"231,931","649,618","2,928,916","1,036,981","765,963","366,240","373,356","231,724","104,405","31,075","9,337","3,389","6,446",06-06075-20200220,7,2
County,2020/02/20,06,CA,06081,San Mateo County,"144,924","621,649","2,860,826","836,003","702,644","322,446","386,130","430,960","138,342","24,528","10,737","3,218","5,818",06-06081-20200220,7,2
County,2020/02/20,06,CA,06085,Santa Clara County,"347,358","1,580,494","7,099,907","2,000,664","1,680,974","810,895","1,138,963","969,339","341,534","100,623","31,294","11,006","14,615",06-06085-20200220,7,2
County,2020/02/20,06,CA,06001,Alameda County,"310,482","1,360,847","6,320,696","1,886,029","1,515,611","668,685","785,947","1,026,402","330,836","66,368","21,402","7,969","11,447",06-06001-20200220,7,2
County,2020/02/21,06,CA,06001,Alameda County,"309,353","1,361,976","6,573,032","1,922,365","1,598,917","725,447","818,574","1,030,527","349,047","78,225","27,911","8,379","13,640",06-06001-20200221,7,2
County,2020/02/21,06,CA,06075,San Francisco County,"229,097","652,452","3,081,727","1,112,124","804,353","358,690","386,716","253,396","102,485","39,532","12,253","4,140","8,038",06-06075-20200221,7,2
County,2020/02/21,06,CA,06081,San Mateo County,"145,340","621,233","2,988,841","883,594","746,990","328,808","407,506","430,770","135,087","27,535","16,526","4,980","7,045",06-06081-20200221,7,2
County,2020/02/21,06,CA,06085,Santa Clara County,"346,254","1,581,598","7,530,252","2,144,830","1,777,155","870,879","1,189,642","984,910","369,277","125,724","37,494","12,654","17,687",06-06085-20200221,7,2
County,2020/02/22,06,CA,06085,Santa Clara County,"334,809","1,593,043","7,332,184","2,044,873","1,849,338","858,254","1,126,854","880,061","370,380","132,749","41,711","11,694","16,270",06-06085-20200222,7,2
County,2020/02/22,06,CA,06081,San Mateo County,"141,166","625,407","2,887,382","810,549","752,613","323,540","391,817","405,719","139,717","33,852","18,506","4,390","6,679",06-06081-20200222,7,2
County,2020/02/22,06,CA,06075,San Francisco County,"210,937","670,612","3,039,542","1,037,511","795,259","371,172","396,462","259,833","110,715","43,048","12,786","4,824","7,932",06-06075-20200222,7,2
County,2020/02/22,06,CA,06001,Alameda County,"295,029","1,376,300","6,297,373","1,769,413","1,603,295","737,343","796,598","931,663","324,893","86,600","27,349","7,894","12,325",06-06001-20200222,7,2
County,2020/02/23,06,CA,06085,Santa Clara County,"414,824","1,513,028","7,004,975","2,062,715","1,860,989","802,193","1,037,556","778,444","310,913","105,620","31,640","7,659","7,246",06-06085-20200223,8,2
County,2020/02/23,06,CA,06081,San Mateo County,"171,643","594,930","2,620,529","733,030","719,234","300,572","349,160","348,954","108,495","34,034","18,109","4,741","4,200",06-06081-20200223,8,2
County,2020/02/23,06,CA,06075,San Francisco County,"249,419","632,130","2,847,896","993,287","771,561","365,618","359,934","221,801","81,805","32,406","13,545","2,786","5,153",06-06075-20200223,8,2
County,2020/02/23,06,CA,06001,Alameda County,"373,434","1,297,895","5,763,007","1,675,259","1,536,467","695,343","720,896","776,186","257,955","65,293","23,651","5,354","6,603",06-06001-20200223,8,2
County,2020/02/24,06,CA,06001,Alameda County,"329,126","1,342,203","6,407,868","1,928,590","1,608,295","720,689","801,374","983,721","293,994","45,394","13,654","4,324","7,833",06-06001-20200224,8,2
County,2020/02/24,06,CA,06075,San Francisco County,"250,050","631,499","2,995,359","1,064,164","799,305","387,195","401,729","217,249","93,642","21,139","4,876","1,817","4,243",06-06075-20200224,8,2
County,2020/02/24,06,CA,06081,San Mateo County,"152,820","613,753","2,863,730","837,913","745,778","327,308","400,741","403,626","111,205","20,111","9,172","2,981","4,895",06-06081-20200224,8,2
County,2020/02/24,06,CA,06085,Santa Clara County,"368,577","1,559,275","7,539,829","2,232,497","1,862,120","880,483","1,194,635","972,437","305,423","68,548","14,625","4,786","4,275",06-06085-20200224,8,2
County,2020/02/25,06,CA,06001,Alameda County,"309,978","1,361,351","6,023,172","1,833,886","1,461,205","660,978","768,434","950,860","282,069","41,819","13,971","3,827","6,123",06-06001-20200225,8,2
County,2020/02/25,06,CA,06075,San Francisco County,"229,920","651,629","2,812,187","995,546","764,525","361,969","374,742","203,300","83,141","18,511","5,095","1,919","3,439",06-06075-20200225,8,2
County,2020/02/25,06,CA,06081,San Mateo County,"146,928","619,645","2,698,478","800,161","704,370","305,852","376,522","376,385","105,116","17,673","6,783","1,859","3,757",06-06081-20200225,8,2
County,2020/02/25,06,CA,06085,Santa Clara County,"348,311","1,579,541","6,882,516","2,025,315","1,673,214","793,936","1,093,438","932,067","283,504","62,351","11,257","3,475","3,959",06-06085-20200225,8,2
County,2020/02/26,06,CA,06001,Alameda County,"244,384","1,426,945","7,511,619","2,247,375","1,970,481","860,210","973,493","1,129,018","280,008","34,305","9,198","3,730","3,801",06-06001-20200226,8,2
County,2020/02/26,06,CA,06085,Santa Clara County,"275,736","1,652,116","8,523,251","2,488,283","2,262,715","1,009,321","1,351,036","1,050,831","291,534","56,974","7,677","2,696","2,184",06-06085-20200226,8,2
County,2020/02/26,06,CA,06081,San Mateo County,"116,324","650,249","3,315,682","990,804","905,706","362,534","462,023","464,646","102,901","17,215","5,296","1,651","2,906",06-06081-20200226,8,2
County,2020/02/26,06,CA,06075,San Francisco County,"169,826","711,723","3,581,363","1,288,505","1,033,154","450,564","459,314","242,029","81,858","17,283","4,148","1,360","3,148",06-06075-20200226,8,2
County,2020/02/27,06,CA,06001,Alameda County,"299,645","1,371,684","6,613,607","1,996,091","1,653,615","749,844","826,807","1,027,388","290,018","44,887","14,376","5,247","5,334",06-06001-20200227,8,2
County,2020/02/27,06,CA,06075,San Francisco County,"226,713","654,836","3,004,382","1,077,651","816,027","386,868","394,017","216,765","84,163","19,098","4,311","1,637","3,845",06-06075-20200227,8,2
County,2020/02/27,06,CA,06081,San Mateo County,"139,890","626,683","2,924,866","865,404","753,923","321,033","420,619","414,170","116,314","19,184","7,232","2,881","4,106",06-06081-20200227,8,2
County,2020/02/27,06,CA,06085,Santa Clara County,"339,163","1,588,689","7,997,573","2,441,562","1,956,192","919,865","1,249,163","1,033,779","313,250","65,250","10,217","4,650","3,645",06-06085-20200227,8,2
County,2020/02/28,06,CA,06001,Alameda County,"293,185","1,378,144","7,054,044","2,146,790","1,795,895","794,373","892,193","1,047,625","296,569","52,214","16,808","5,610","5,967",06-06001-20200228,8,2
County,2020/02/28,06,CA,06075,San Francisco County,"223,123","658,426","3,192,067","1,133,033","891,095","395,883","427,482","225,782","84,699","20,629","7,372","1,935","4,157",06-06075-20200228,8,2
County,2020/02/28,06,CA,06081,San Mateo County,"139,470","627,103","3,069,763","904,155","827,964","348,513","408,707","423,680","116,139","22,754","10,075","3,577","4,199",06-06081-20200228,8,2
County,2020/02/28,06,CA,06085,Santa Clara County,"326,560","1,601,292","8,623,818","2,695,857","2,166,751","1,012,206","1,310,997","1,030,305","307,665","73,343","17,248","6,056","3,390",06-06085-20200228,8,2
