Level,Date,State FIPS,State Postal Code,County FIPS,County Name,Population Staying at Home,Population Not Staying at Home,Number of Trips,Number of Trips <1,Number of Trips 1-3,Number of Trips 3-5,Number of Trips 5-10,Number of Trips 10-25,Number of Trips 25-50,Number of Trips 50-100,Number of Trips 100-250,Number of Trips 250-500,Number of Trips >=500,Row ID,Week,Month
County,2019/04/10,06,CA,06085,Santa Clara County,399174,1528678,8877954,2613705,2175702,956012,1540438,1221072,301005,47603,11792,4831,5794,06-06085-20190410,14,4
County,2019/04/11,06,CA,06001,Alameda County,379764,1291565,7059360,2027739,1824812,788906,956151,1128328,262550,40797,18153,4610,7314,06-06001-20190411,14,4
County,2019/04/11,06,CA,06075,San Francisco County,277086,604463,3253880,1167815,850596,414991,504314,212104,77768,13258,5412,2236,5386,06-06075-20190411,14,4
County,2019/04/11,06,CA,06081,San Mateo County,162311,604262,3428913,987133,897478,378495,502282,514777,108661,20252,9926,2909,7000,06-06081-20190411,14,4
County,2019/04/11,06,CA,06085,Santa Clara County,404640,1523212,8792639,2494144,2202335,951822,1551043,1208203,307462,49759,14496,5165,8210,06-06085-20190411,14,4
County,2019/04/12,06,CA,06001,Alameda County,364414,1306915,7032964,2033502,1808686,763599,952785,1133786,257847,48022,20042,5849,8846,06-06001-20190412,14,4
County,2019/04/12,06,CA,06075,San Francisco County,266631,614918,3180493,1128393,826416,409869,480821,229183,71061,18197,7891,2788,5874,06-06075-20190412,14,4
County,2019/04/12,06,CA,06081,San Mateo County,154935,611638,3385521,957798,879752,382756,513324,508334,97988,20841,13722,2938,8068,06-06081-20190412,14,4
County,2019/04/12,06,CA,06085,Santa Clara County,382675,1545177,8571317,2359847,2208694,940009,1491116,1189888,294899,52888,18587,7545,7844,06-06085-20190412,14,4
County,2019/04/13,06,CA,06001,Alameda County,387282,1284047,7173822,2041981,1904981,784364,966203,1106206,273780,60901,23003,5238,7165,06-06001-20190413,14,4
County,2019/04/13,06,CA,06075,San Francisco County,277183,604366,3403710,1191672,902196,441801,508526,251707,74788,19716,7747,1944,3613,06-06075-20190413,14,4
County,2019/04/13,06,CA,06081,San Mateo County,168250,598323,3489352,1012547,911306,401009,501436,488203,122604,30005,14276,3186,4780,06-06081-20190413,14,4
County,2019/04/13,06,CA,06085,Santa Clara County,409323,1518529,8768030,2490363,2238828,971533,1481216,1131270,339192,74419,28329,6369,6511,06-06085-20190413,14,4
County,2019/04/14,06,CA,06001,Alameda County,403619,1267710,6560995,1941965,1714266,734932,852160,953714,258082,60953,29888,6358,8677,06-06001-20190414,15,4
County,2019/04/14,06,CA,06075,San Francisco County,283323,598226,3108353,1108805,818951,392320,461591,217381,69488,21556,10391,2871,4999,06-06075-20190414,15,4
County,2019/04/14,06,CA,06081,San Mateo County,170859,595714,3206282,938509,840074,348128,455034,452053,113657,30619,18027,2961,7220,06-06081-20190414,15,4
County,2019/04/14,06,CA,06085,Santa Clara County,425667,1502185,8245737,2432636,2072359,916495,1363678,1020601,325174,69576,29959,6651,8608,06-06085-20190414,15,4
County,2019/04/15,06,CA,06075,San Francisco County,278493,603056,2879845,1016274,761892,367421,431109,194140,76417,14501,7830,3756,6505,06-06075-20190415,15,4
County,2019/04/15,06,CA,06081,San Mateo County,161880,604693,3189124,945456,836878,339043,471344,453793,96319,21514,13036,3032,8709,06-06081-20190415,15,4
County,2019/04/15,06,CA,06085,Santa Clara County,398595,1529257,7920833,2276279,1965736,846997,1335815,1116584,288390,50271,22429,8630,9702,06-06085-20190415,15,4
County,2019/04/15,06,CA,06001,Alameda County,379948,1291381,6406008,1874762,1581233,678309,863392,1074051,253833,39930,23473,7232,9793,06-06001-20190415,15,4
County,2019/04/16,06,CA,06001,Alameda County,378457,1292872,6542432,1954850,1617003,679975,897778,1058994,260863,38865,17935,6702,9467,06-06001-20190416,15,4
County,2019/04/16,06,CA,06075,San Francisco County,277148,604401,2964915,1055647,791300,367312,446441,201693,75352,12746,5474,2702,6248,06-06075-20190416,15,4
County,2019/04/16,06,CA,06081,San Mateo County,160245,606328,3151967,937088,828448,344277,457159,456018,93862,16666,8212,2690,7547,06-06081-20190416,15,4
County,2019/04/16,06,CA,06085,Santa Clara County,402053,1525799,8157558,2344320,2026414,863956,1413978,1140572,292367,48266,14221,6017,7447,06-06085-20190416,15,4
County,2019/04/17,06,CA,06001,Alameda County,376868,1294461,6776146,1982552,1726689,722712,904975,1112778,261852,35980,15666,5244,7698,06-06001-20190417,15,4
County,2019/04/17,06,CA,06075,San Francisco County,275411,606138,3083652,1082299,823911,388797,475699,214577,71779,13063,5702,2417,5408,06-06075-20190417,15,4
County,2019/04/17,06,CA,06081,San Mateo County,161957,604616,3342128,963759,891531,371451,498553,486056,95098,17016,8691,2272,7701,06-06081-20190417,15,4
County,2019/04/17,06,CA,06085,Santa Clara County,398543,1529309,8614482,2474163,2157037,926569,1492591,1188164,303633,46316,13509,5402,7098,06-06085-20190417,15,4
County,2019/04/18,06,CA,06001,Alameda County,377035,1294294,7009367,2052318,1759414,767819,950461,1150982,258796,39062,17953,5263,7299,06-06001-20190418,15,4
County,2019/04/18,06,CA,06075,San Francisco County,271446,610103,3241745,1168240,859693,416904,481877,207297,79409,14938,5654,2524,5209,06-06075-20190418,15,4
County,2019/04/18,06,CA,06081,San Mateo County,160107,606466,3478866,1023412,910207,390854,514721,499099,101459,19218,10153,2654,7089,06-06081-20190418,15,4
County,2019/04/18,06,CA,06085,Santa Clara County,400092,1527760,8893013,2550482,2243803,971931,1530020,1218448,302344,48497,16049,4911,6528,06-06085-20190418,15,4
County,2019/04/19,06,CA,06001,Alameda County,363677,1307652,7241904,2117604,1845240,776823,981834,1173154,261336,47651,24418,5972,7872,06-06001-20190419,15,4
County,2019/04/19,06,CA,06075,San Francisco County,267088,614461,3261375,1167328,855043,409842,485884,232927,76057,17519,8758,2476,5541,06-06075-20190419,15,4
County,2019/04/19,06,CA,06081,San Mateo County,154499,612074,3515058,1027238,907366,394692,531463,507487,99679,22681,13845,3113,7494,06-06081-20190419,15,4
County,2019/04/19,06,CA,06085,Santa Clara County,385925,1541927,9124473,2640888,2293243,978733,1543573,1261272,316918,52846,23505,6218,7277,06-06085-20190419,15,4
County,2019/04/20,06,CA,06001,Alameda County,392747,1278582,6860988,1981541,1746129,741721,913521,1089175,285864,60491,30005,5976,6565,06-06001-20190420,15,4
County,2019/04/20,06,CA,06075,San Francisco County,282222,599327,3317805,1173841,875074,423137,489966,240454,77699,22333,9619,2177,3505,06-06075-20190420,15,4
County,2019/04/20,06,CA,06081,San Mateo County,169501,597072,3365375,978131,894848,362233,472718,481602,120842,28675,18033,2523,5770,06-06081-20190420,15,4
County,2019/04/20,06,CA,06085,Santa Clara County,420914,1506938,8688582,2462446,2245397,944998,1466295,1110886,341922,75803,27932,6783,6120,06-06085-20190420,15,4
County,2019/04/21,06,CA,06001,Alameda County,409321,1262008,6416331,1940379,1660989,730511,831631,887584,250168,64459,33740,7863,9007,06-06001-20190421,16,4
County,2019/04/21,06,CA,06075,San Francisco County,281626,599923,3081940,1148695,780142,371260,440161,226483,69925,24676,10786,3629,6183,06-06075-20190421,16,4
County,2019/04/21,06,CA,06081,San Mateo County,175406,591167,3128342,926511,810436,337117,454947,425763,106897,34668,20588,3882,7533,06-06081-20190421,16,4
County,2019/04/21,06,CA,06085,Santa Clara County,437983,1489869,8038458,2428539,2057517,871175,1326669,926857,301451,75607,34090,8710,7843,06-06085-20190421,16,4
County,2019/04/22,06,CA,06001,Alameda County,366770,1304559,6524908,1933597,1635855,699538,843171,1032353,294423,49332,21006,4415,11218,06-06001-20190422,16,4
County,2019/04/22,06,CA,06075,San Francisco County,266500,615049,3216756,1147824,867106,391690,478107,217860,83393,18992,6835,2242,2707,06-06075-20190422,16,4
County,2019/04/22,06,CA,06081,San Mateo County,163117,603456,3386230,1017214,882167,351359,457086,515250,124497,20673,10921,2602,4461,06-06081-20190422,16,4
County,2019/04/22,06,CA,06085,Santa Clara County,398585,1529267,7960558,2282973,1969616,823509,1327429,1084549,360767,76232,23557,5473,6453,06-06085-20190422,16,4
County,2019/04/23,06,CA,06001,Alameda County,358293,1313036,6571943,1932999,1677940,683621,869961,1031865,297066,46983,17910,4209,9389,06-06001-20190423,16,4
County,2019/04/23,06,CA,06075,San Francisco County,260860,620689,3229399,1152463,859607,393446,495668,220019,81915,17220,5045,1581,2435,06-06075-20190423,16,4
County,2019/04/23,06,CA,06081,San Mateo County,157830,608743,3370692,978408,903912,366865,467856,498408,124396,18586,6720,1724,3817,06-06081-20190423,16,4
County,2019/04/23,06,CA,06085,Santa Clara County,382369,1545483,7832915,2182204,1939954,857633,1310147,1095732,337351,78406,21976,4111,5401,06-06085-20190423,16,4
County,2019/04/24,06,CA,06001,Alameda County,363507,1307822,7003343,2034730,1826117,745747,893933,1124136,310712,43025,14771,3399,6773,06-06001-20190424,16,4
County,2019/04/24,06,CA,06075,San Francisco County,263855,617694,3432974,1195984,948628,421440,515367,238626,87731,17110,4526,1566,1996,06-06075-20190424,16,4
County,2019/04/24,06,CA,06081,San Mateo County,160869,605704,3599254,1042299,973327,394069,494922,539875,127113,17131,6164,1542,2812,06-06081-20190424,16,4
County,2019/04/24,06,CA,06085,Santa Clara County,389442,1538410,8284276,2283040,2117325,924908,1383982,1129767,343462,76043,18165,3142,4442,06-06085-20190424,16,4
County,2019/04/25,06,CA,06001,Alameda County,350249,1321080,7056159,2003770,1842806,764483,924850,1131876,314187,46714,16701,3173,7599,06-06001-20190425,16,4
County,2019/04/25,06,CA,06075,San Francisco County,258154,623395,3418483,1177809,958793,439840,506470,225681,84185,17186,4952,1443,2124,06-06075-20190425,16,4
County,2019/04/25,06,CA,06081,San Mateo County,153338,613235,3550010,987048,963654,400675,506857,534750,127405,18008,7118,1339,3156,06-06081-20190425,16,4
County,2019/04/25,06,CA,06085,Santa Clara County,378876,1548976,8424360,2301852,2126099,939846,1432294,1175048,340698,80823,19589,3492,4619,06-06085-20190425,16,4
County,2019/04/26,06,CA,06001,Alameda County,341910,1329419,6948673,1965541,1807384,757720,909805,1117081,303935,52548,24631,3532,6496,06-06001-20190426,16,4
County,2019/04/26,06,CA,06075,San Francisco County,249117,632432,3422199,1169311,957210,451530,511186,225716,76903,19156,7552,1572,2063,06-06075-20190426,16,4
County,2019/04/26,06,CA,06081,San Mateo County,150453,616120,3551500,1006086,960686,385700,508348,531660,121249,20573,12411,1959,2828,06-06081-20190426,16,4
County,2019/04/26,06,CA,06085,Santa Clara County,369440,1558412,8353890,2256427,2125124,935698,1426958,1147827,344240,80528,28021,4593,4474,06-06085-20190426,16,4
County,2019/04/27,06,CA,06075,San Francisco County,251992,629557,3453598,1153221,952841,442770,536871,252665,80065,23599,8322,1564,1680,06-06075-20190427,16,4
County,2019/04/27,06,CA,06081,San Mateo County,156151,610422,3513865,974765,993146,393298,500732,479080,130434,25614,13012,1515,2269,06-06081-20190427,16,4
County,2019/04/27,06,CA,06085,Santa Clara County,382585,1545267,8206946,2261985,2129349,942135,1365323,1040760,336400,91040,31571,4346,4037,06-06085-20190427,16,4
County,2019/04/27,06,CA,06001,Alameda County,356675,1314654,6842099,1976572,1812454,773092,870416,1032515,275453,62822,27188,4678,6909,06-06001-20190427,16,4
County,2019/04/28,06,CA,06075,San Francisco County,254731,626818,3238617,1095996,900903,423427,479762,223917,75894,25068,9796,1621,2233,06-06075-20190428,17,4
County,2019/04/28,06,CA,06081,San Mateo County,160853,605720,3304491,947309,932147,370231,442089,441914,123389,26353,15990,2119,2950,06-06081-20190428,17,4
County,2019/04/28,06,CA,06085,Santa Clara County,386979,1540873,7434082,2038778,1939835,863761,1238703,907403,303812,95650,36139,5427,4574,06-06085-20190428,17,4
County,2019/04/28,06,CA,06001,Alameda County,361929,1309400,6141197,1722268,1623135,711663,810203,894947,275058,61778,29801,4843,7501,06-06001-20190428,17,4
County,2019/04/29,06,CA,06001,Alameda County,342553,1328776,6433668,1854095,1625765,682225,835030,1033888,303187,57833,28180,4686,8779,06-06001-20190429,17,4
County,2019/04/29,06,CA,06075,San Francisco County,246593,634956,3303729,1137198,891908,433780,503333,214553,88245,21546,8731,1868,2567,06-06075-20190429,17,4
County,2019/04/29,06,CA,06081,San Mateo County,150352,616221,3447279,993014,914436,376261,478561,519558,125317,21037,13323,1970,3802,06-06081-20190429,17,4
County,2019/04/29,06,CA,06085,Santa Clara County,364554,1563298,7842911,2190546,1908013,854449,1332694,1104001,320934,86770,34858,4921,5725,06-06085-20190429,17,4
County,2019/04/30,06,CA,06001,Alameda County,338631,1332698,6661679,1941401,1669877,720126,863782,1071492,306117,51301,23917,4522,9144,06-06001-20190430,17,4
County,2019/04/30,06,CA,06075,San Francisco County,247575,633974,3374358,1174880,922679,428316,509786,222169,84139,21706,6856,1747,2080,06-06075-20190430,17,4
County,2019/04/30,06,CA,06081,San Mateo County,147345,619228,3548106,1029436,967764,382986,488011,523849,121581,18857,11028,1831,2763,06-06081-20190430,17,4
County,2019/04/30,06,CA,06085,Santa Clara County,360739,1567113,8074243,2262588,1984956,909908,1345176,1116754,333475,82837,28899,4412,5238,06-06085-20190430,17,4
County,2019/05/01,06,CA,06001,Alameda County,340750,1330579,6774376,1934909,1740776,718007,898050,1102498,305985,46132,17546,3512,6961,06-06001-20190501,17,5
County,2019/05/01,06,CA,06075,San Francisco County,245992,635557,3439101,1170297,948259,447088,525379,230319,88889,19885,5624,1351,2010,06-06075-20190501,17,5
County,2019/05/01,06,CA,06081,San Mateo County,149557,617016,3647648,1021368,1011593,412722,499376,547514,124652,19306,7048,1486,2583,06-06081-20190501,17,5
County,2019/05/01,06,CA,06085,Santa Clara County,362500,1565352,8190190,2233393,2042327,924898,1374704,1145081,360689,81189,20328,3551,4030,06-06085-20190501,17,5
County,2019/05/02,06,CA,06001,Alameda County,365211,1306118,7086864,2058444,1833187,766012,931353,1132884,293527,43865,16441,3771,7380,06-06001-20190502,17,5
County,2019/05/02,06,CA,06075,San Francisco County,262755,618794,3432779,1212447,932181,432171,521682,224701,83232,16644,5769,1614,2338,06-06075-20190502,17,5
County,2019/05/02,06,CA,06081,San Mateo County,159689,606884,3715667,1096298,1009514,399626,526308,543205,112094,17041,7356,1434,2791,06-06081-20190502,17,5
County,2019/05/02,06,CA,06085,Santa Clara County,389549,1538303,8573342,2436431,2135548,974379,1424252,1171696,337311,67872,16877,3935,5041,06-06085-20190502,17,5
County,2019/05/03,06,CA,06001,Alameda County,366192,1305137,6859174,1984076,1778492,754351,899511,1084828,272645,49623,21673,4454,9521,06-06001-20190503,17,5
County,2019/05/03,06,CA,06075,San Francisco County,266240,615309,3336778,1174738,893912,423604,507932,228111,78746,17780,7274,2052,2629,06-06075-20190503,17,5
County,2019/05/03,06,CA,06081,San Mateo County,159459,607114,3499836,997147,942195,393392,504114,517340,107356,21401,11320,2309,3262,06-06081-20190503,17,5
County,2019/05/03,06,CA,06085,Santa Clara County,394036,1533816,8465841,2358986,2159698,941226,1428134,1156648,323557,64610,21862,4715,6405,06-06085-20190503,17,5
County,2019/05/04,06,CA,06001,Alameda County,385550,1285779,6682646,1938024,1755719,737775,893872,994798,273005,55184,20786,4801,8682,06-06001-20190504,17,5
County,2019/05/04,06,CA,06075,San Francisco County,275113,606436,3453468,1206187,928697,443017,521991,240363,80422,22320,6856,1898,1717,06-06075-20190504,17,5
County,2019/05/04,06,CA,06081,San Mateo County,166935,599638,3466157,994617,941013,404802,499744,471620,112557,25041,12154,1963,2646,06-06081-20190504,17,5
County,2019/05/04,06,CA,06085,Santa Clara County,414838,1513014,8295989,2308223,2189114,907785,1380877,1055171,344631,75757,24410,4878,5143,06-06085-20190504,17,5
County,2019/05/05,06,CA,06001,Alameda County,389376,1281953,6225757,1834894,1646189,684895,806498,898584,255921,59488,24580,5518,9190,06-06001-20190505,18,5
County,2019/05/05,06,CA,06075,San Francisco County,273263,608286,3059275,1071961,832575,374489,449504,218547,71918,24761,10341,2413,2766,06-06075-20190505,18,5
County,2019/05/05,06,CA,06081,San Mateo County,167560,599013,3179023,922271,872308,352013,436046,433938,112751,27278,15937,2669,3812,06-06081-20190505,18,5
County,2019/05/05,06,CA,06085,Santa Clara County,409230,1518622,7677475,2201576,2001588,873342,1249836,915228,319656,75387,28659,6134,6069,06-06085-20190505,18,5
County,2019/05/06,06,CA,06001,Alameda County,371468,1299861,6379645,1826178,1705415,694863,823162,1019972,245075,34807,12251,3908,14014,06-06001-20190506,18,5
County,2019/05/06,06,CA,06075,San Francisco County,271664,609885,3019586,1038194,823019,384067,459823,210790,77212,15397,4435,1746,4903,06-06075-20190506,18,5
County,2019/05/06,06,CA,06081,San Mateo County,160488,606085,3254454,920268,886856,361963,483813,479826,93227,14660,5236,1803,6802,06-06081-20190506,18,5
County,2019/05/06,06,CA,06085,Santa Clara County,391708,1536144,7937725,2217950,2042805,881011,1376180,1053748,284997,52022,14121,4152,10739,06-06085-20190506,18,5
County,2019/05/07,06,CA,06001,Alameda County,368764,1302565,6705256,1963393,1764663,723355,870933,1063000,256737,35010,10540,3582,14043,06-06001-20190507,18,5
County,2019/05/07,06,CA,06075,San Francisco County,268541,613008,3165087,1107870,889753,384459,470096,209332,79567,13668,3840,1715,4787,06-06075-20190507,18,5
County,2019/05/07,06,CA,06081,San Mateo County,158855,607718,3350482,965834,907718,368195,486327,498752,96108,14329,5012,2058,6149,06-06081-20190507,18,5
County,2019/05/07,06,CA,06085,Santa Clara County,388158,1539694,8291187,2329614,2184535,911580,1406399,1094457,288687,48455,12633,4012,10815,06-06085-20190507,18,5
County,2019/05/08,06,CA,06001,Alameda County,362803,1308526,6513533,1833185,1740241,690220,871059,1060622,253199,33101,10844,3517,17545,06-06001-20190508,18,5
County,2019/05/08,06,CA,06075,San Francisco County,268221,613328,3093003,1074295,868006,380368,468489,206330,72963,12988,3587,1450,4527,06-06075-20190508,18,5
County,2019/05/08,06,CA,06081,San Mateo County,155813,610760,3325082,973235,881123,365481,482197,498508,97066,13758,5449,1831,6434,06-06081-20190508,18,5
County,2019/05/08,06,CA,06085,Santa Clara County,387211,1540641,8163109,2276799,2100814,894598,1418773,1100777,296476,48446,10766,3594,12066,06-06085-20190508,18,5
County,2019/05/09,06,CA,06001,Alameda County,362562,1308767,6697576,1929251,1767382,728733,868472,1085156,257350,33795,11772,4084,11581,06-06001-20190509,18,5
County,2019/05/09,06,CA,06075,San Francisco County,267050,614499,3209805,1145519,883257,393173,479414,207553,76758,13165,4495,1851,4620,06-06075-20190509,18,5
County,2019/05/09,06,CA,06081,San Mateo County,153479,613094,3367694,957036,922739,368447,490912,497582,100087,15564,6694,1901,6732,06-06081-20190509,18,5
County,2019/05/09,06,CA,06085,Santa Clara County,383905,1543947,8304725,2318802,2151867,906371,1418949,1125329,306517,49879,13043,4198,9770,06-06085-20190509,18,5
County,2019/05/10,06,CA,06001,Alameda County,348765,1322564,6905328,1917851,1823624,773216,939791,1114907,265704,37790,14936,3785,13724,06-06001-20190510,18,5
County,2019/05/10,06,CA,06075,San Francisco County,255851,625698,3288248,1134367,915523,414405,499653,227095,69803,15508,5159,1835,4900,06-06075-20190510,18,5
County,2019/05/10,06,CA,06081,San Mateo County,148580,617993,3424794,956549,928605,379105,504425,518842,102837,17739,7675,2122,6895,06-06081-20190510,18,5
County,2019/05/10,06,CA,06085,Santa Clara County,366382,1561470,8561514,2302222,2219638,981130,1496830,1167518,307488,55649,16461,4667,9911,06-06085-20190510,18,5
County,2019/05/11,06,CA,06001,Alameda County,369262,1302067,6813339,1911593,1828917,794961,911927,1027374,253912,49968,17783,3953,12951,06-06001-20190511,18,5
County,2019/05/11,06,CA,06075,San Francisco County,261107,620442,3305631,1100906,938294,419507,506859,241462,67640,19295,5754,1702,4212,06-06075-20190511,18,5
County,2019/05/11,06,CA,06081,San Mateo County,160274,606299,3464324,963715,988677,386643,492525,477942,113884,24426,9071,1501,5940,06-06081-20190511,18,5
County,2019/05/11,06,CA,06085,Santa Clara County,388135,1539717,8428035,2339718,2236636,927949,1411439,1084217,325362,66701,21289,4732,9992,06-06085-20190511,18,5
County,2019/05/12,06,CA,06001,Alameda County,381020,1290309,6018897,1672740,1629035,682965,786701,911255,243571,53443,19218,4404,15565,06-06001-20190512,19,5
County,2019/05/12,06,CA,06075,San Francisco County,268844,612705,2996327,1021722,810615,373687,450469,229310,76221,21005,6076,2097,5125,06-06075-20190512,19,5
County,2019/05/12,06,CA,06081,San Mateo County,164589,601984,3064643,858034,835208,340942,442391,426484,111718,27646,11077,2319,8824,06-06081-20190512,19,5
County,2019/05/12,06,CA,06085,Santa Clara County,398372,1529480,7401842,2039545,1969508,814318,1251588,898885,314890,71012,22784,5867,13445,06-06085-20190512,19,5
County,2019/05/13,06,CA,06001,Alameda County,374836,1296493,6342144,1802790,1678105,690404,842103,1017387,244400,34407,13587,3993,14968,06-06001-20190513,19,5
County,2019/05/13,06,CA,06075,San Francisco County,270429,611120,2986272,1025396,815466,387502,440960,209645,82020,14467,3869,1675,5272,06-06075-20190513,19,5
County,2019/05/13,06,CA,06081,San Mateo County,161252,605321,3111794,871227,846886,352390,452247,458979,99089,15415,5915,1810,7836,06-06081-20190513,19,5
County,2019/05/13,06,CA,06085,Santa Clara County,393077,1534775,7600740,2093210,1947183,832626,1306493,1056119,280959,52458,15132,4648,11912,06-06085-20190513,19,5
County,2019/05/14,06,CA,06001,Alameda County,364998,1306331,6389033,1829442,1672665,684499,853402,1041892,242377,33405,11363,3706,16282,06-06001-20190514,19,5
County,2019/05/14,06,CA,06075,San Francisco County,269049,612500,3107289,1071251,862116,398395,465148,210203,77242,12858,3776,1444,4856,06-06075-20190514,19,5
County,2019/05/14,06,CA,06081,San Mateo County,159191,607382,3215599,928519,858677,355277,460881,486017,97677,14156,5760,1706,6929,06-06081-20190514,19,5
County,2019/05/14,06,CA,06085,Santa Clara County,390107,1537745,7762523,2180835,1951742,848532,1334623,1093540,274864,49722,11982,3932,12751,06-06085-20190514,19,5
County,2019/05/15,06,CA,06001,Alameda County,371047,1300282,6233985,1757787,1643143,675191,811507,1026450,249893,36468,12501,4265,16780,06-06001-20190515,19,5
County,2019/05/15,06,CA,06075,San Francisco County,273163,608386,3005474,1005526,847589,378404,468964,204095,76058,13798,4375,1509,5156,06-06075-20190515,19,5
County,2019/05/15,06,CA,06081,San Mateo County,161175,605398,3126006,884418,858043,344859,445924,467965,93631,16312,6347,1533,6974,06-06081-20190515,19,5
County,2019/05/15,06,CA,06085,Santa Clara County,390804,1537048,7704449,2110497,1945666,841287,1355720,1097281,273261,51542,12054,4252,12889,06-06085-20190515,19,5
County,2019/05/16,06,CA,06001,Alameda County,357314,1314015,6300425,1768539,1617678,680601,836542,1074780,250492,33776,14481,4779,18757,06-06001-20190516,19,5
County,2019/05/16,06,CA,06075,San Francisco County,262407,619142,3099054,1041550,888698,397544,451155,221094,74528,13588,3857,1620,5420,06-06075-20190516,19,5
County,2019/05/16,06,CA,06081,San Mateo County,156973,609600,3226410,924149,863400,354384,478728,481473,92269,15043,6820,1965,8179,06-06081-20190516,19,5
County,2019/05/16,06,CA,06085,Santa Clara County,380389,1547463,7765493,2104589,1948577,873076,1364855,1102302,287338,53035,13528,4612,13581,06-06085-20190516,19,5
County,2019/05/17,06,CA,06075,San Francisco County,259513,622036,3242995,1135738,901591,421467,471207,217455,68452,15550,4549,1822,5164,06-06075-20190517,19,5
County,2019/05/17,06,CA,06081,San Mateo County,154971,611602,3358019,967836,907021,353278,498502,490463,102833,19622,8104,2113,8247,06-06081-20190517,19,5
County,2019/05/17,06,CA,06085,Santa Clara County,374450,1553402,8128289,2244330,2072649,903457,1401067,1113228,299354,55151,16123,5972,16958,06-06085-20190517,19,5
County,2019/05/17,06,CA,06001,Alameda County,350175,1321154,6769045,1915929,1790064,731258,892729,1103460,256247,40246,14952,4874,19286,06-06001-20190517,19,5
County,2019/05/18,06,CA,06001,Alameda County,374148,1297181,6443355,1762422,1751716,730599,866740,998201,247215,48764,16686,5324,15688,06-06001-20190518,19,5
County,2019/05/18,06,CA,06075,San Francisco County,269973,611576,3163768,1025947,906651,414144,476076,241056,69572,18079,6015,1880,4348,06-06075-20190518,19,5
County,2019/05/18,06,CA,06081,San Mateo County,164141,602432,3211533,870639,908775,348691,473332,461227,106231,23990,9149,2243,7256,06-06081-20190518,19,5
County,2019/05/18,06,CA,06085,Santa Clara County,402602,1525250,7781778,2114855,2001894,894145,1322041,1034643,308138,65388,20844,5545,14285,06-06085-20190518,19,5
County,2019/05/19,06,CA,06075,San Francisco County,276015,605534,2958193,1062598,799904,349006,422810,230128,58231,20394,7542,2349,5231,06-06075-20190519,20,5
County,2019/05/19,06,CA,06081,San Mateo County,171628,594945,2998703,844879,842223,327890,417925,424436,95955,23704,11203,2503,7985,06-06081-20190519,20,5
County,2019/05/19,06,CA,06085,Santa Clara County,417728,1510124,7047587,1952298,1927284,787317,1156232,838893,274300,68159,23661,5939,13504,06-06085-20190519,20,5
County,2019/05/19,06,CA,06001,Alameda County,381215,1290114,5891425,1606451,1637217,675402,752190,901649,228023,45689,20248,4708,19848,06-06001-20190519,20,5
County,2019/05/20,06,CA,06001,Alameda County,363383,1307946,6455842,1800019,1714516,699070,842121,1067393,260623,34833,14041,4300,18926,06-06001-20190520,20,5
County,2019/05/20,06,CA,06075,San Francisco County,272891,608658,3127732,1074552,842851,403870,479143,226029,74564,14625,4969,1643,5486,06-06075-20190520,20,5
County,2019/05/20,06,CA,06081,San Mateo County,162487,604086,3258198,944547,880027,350410,475711,478062,97093,14996,7338,2328,7686,06-06081-20190520,20,5
County,2019/05/20,06,CA,06085,Santa Clara County,398402,1529450,7885293,2179798,2036369,862991,1343889,1076583,299060,54442,14987,4959,12215,06-06085-20190520,20,5
County,2019/05/21,06,CA,06001,Alameda County,366703,1304626,6420247,1795931,1693299,704646,846281,1057399,254256,32220,12434,3602,20179,06-06001-20190521,20,5
County,2019/05/21,06,CA,06075,San Francisco County,273979,607570,3165178,1104398,872916,408187,463302,219376,73932,12374,3762,1621,5310,06-06075-20190521,20,5
County,2019/05/21,06,CA,06081,San Mateo County,162945,603628,3197180,929418,872585,346351,462291,471783,88041,11360,5910,2060,7381,06-06081-20190521,20,5
County,2019/05/21,06,CA,06085,Santa Clara County,400168,1527684,7895509,2188949,2047955,860027,1364057,1081788,276873,48424,10915,4104,12417,06-06085-20190521,20,5
County,2019/05/22,06,CA,06001,Alameda County,354583,1316746,6524090,1866614,1688913,683762,868869,1092083,251961,33897,12300,4227,21464,06-06001-20190522,20,5
County,2019/05/22,06,CA,06075,San Francisco County,265079,616470,3116420,1095999,856916,398313,463788,206830,70200,12969,3686,1549,6170,06-06075-20190522,20,5
County,2019/05/22,06,CA,06081,San Mateo County,159341,607232,3341118,980354,900466,364125,481797,491223,95214,13011,5767,1812,7349,06-06081-20190522,20,5
County,2019/05/22,06,CA,06085,Santa Clara County,391705,1536147,8114440,2283826,2112802,881829,1358658,1112720,283959,52071,11093,4309,13173,06-06085-20190522,20,5
County,2019/05/23,06,CA,06001,Alameda County,353898,1317431,6564808,1870044,1692456,682759,881152,1107412,253520,38144,13895,4509,20917,06-06001-20190523,20,5
County,2019/05/23,06,CA,06075,San Francisco County,263264,618285,3058560,1046895,842898,390150,462592,215177,73984,13697,5140,2136,5891,06-06075-20190523,20,5
County,2019/05/23,06,CA,06081,San Mateo County,156613,609960,3261141,911026,903378,359240,464343,492019,99766,15063,6586,2246,7474,06-06081-20190523,20,5
County,2019/05/23,06,CA,06085,Santa Clara County,386200,1541652,8149044,2282293,2099488,883045,1373161,1127503,297742,55183,13096,4739,12794,06-06085-20190523,20,5
