Level,Date,State FIPS,State Postal Code,County FIPS,County Name,Population Staying at Home,Population Not Staying at Home,Number of Trips,Number of Trips <1,Number of Trips 1-3,Number of Trips 3-5,Number of Trips 5-10,Number of Trips 10-25,Number of Trips 25-50,Number of Trips 50-100,Number of Trips 100-250,Number of Trips 250-500,Number of Trips >=500,Row ID,Week,Month
County,2020/04/12,06,CA,06001,Alameda County,601979,1069350,2985113,966814,873698,328291,343317,321577,106393,27590,11278,3658,2497,06-06001-20200412,15,4
County,2020/04/12,06,CA,06075,San Francisco County,366035,515514,1450945,502411,470172,164770,162786,90941,35186,15505,6104,1479,1591,06-06075-20200412,15,4
County,2020/04/12,06,CA,06081,San Mateo County,296093,470480,1387436,461754,432648,129897,155182,143599,43857,10519,6621,2167,1192,06-06081-20200412,15,4
County,2020/04/12,06,CA,06085,Santa Clara County,708497,1219355,3442757,1107675,1012466,371059,436443,342717,116319,43607,8447,2844,1180,06-06085-20200412,15,4
County,2020/04/13,06,CA,06085,Santa Clara County,621585,1306267,4281092,1367524,1107841,451566,603098,518032,174876,47018,8069,2242,826,06-06085-20200413,15,4
County,2020/04/13,06,CA,06081,San Mateo County,255233,511340,1743826,563346,495224,191837,222884,192642,57579,14171,4447,448,1248,06-06081-20200413,15,4
County,2020/04/13,06,CA,06075,San Francisco County,334652,546897,1823268,629423,529038,234300,236784,123731,48314,13206,6081,1208,1183,06-06075-20200413,15,4
County,2020/04/13,06,CA,06001,Alameda County,526690,1144639,3709860,1105747,989293,406109,461745,532017,160747,36191,13737,2319,1955,06-06001-20200413,15,4
County,2020/04/14,06,CA,06001,Alameda County,501573,1169756,3450607,1073968,915285,320355,380040,523325,168388,45976,14354,4913,4003,06-06001-20200414,15,4
County,2020/04/14,06,CA,06075,San Francisco County,309732,571817,1892352,644957,638013,208098,212384,115253,48938,10171,7909,3194,3435,06-06075-20200414,15,4
County,2020/04/14,06,CA,06081,San Mateo County,245404,521169,1861531,573338,632815,172193,214842,193485,51466,12221,6714,2050,2407,06-06081-20200414,15,4
County,2020/04/14,06,CA,06085,Santa Clara County,596815,1331037,4085470,1311825,1053843,378554,553899,518930,177931,60232,20335,6103,3818,06-06085-20200414,15,4
County,2020/04/15,06,CA,06085,Santa Clara County,573935,1353917,4232795,1296244,1107291,440391,582841,539980,180245,57201,19914,6159,2529,06-06085-20200415,15,4
County,2020/04/15,06,CA,06081,San Mateo County,235864,530709,1979602,639224,649909,177524,215580,224462,46186,12877,10258,1119,2463,06-06081-20200415,15,4
County,2020/04/15,06,CA,06075,San Francisco County,298792,582757,1813011,647949,597915,202515,176656,112925,48865,10855,8754,2796,3781,06-06075-20200415,15,4
County,2020/04/15,06,CA,06001,Alameda County,487968,1183361,3656906,1150698,981676,330332,420948,533523,161139,47747,17089,7488,6266,06-06001-20200415,15,4
County,2020/04/16,06,CA,06085,Santa Clara County,604837,1323015,4300117,1387603,1163357,426830,563760,536016,155903,45762,11083,5945,3858,06-06085-20200416,15,4
County,2020/04/16,06,CA,06081,San Mateo County,253511,513062,1960758,577178,649594,203517,243977,210706,51793,13256,7283,1589,1865,06-06081-20200416,15,4
County,2020/04/16,06,CA,06075,San Francisco County,312631,568918,1797011,615067,586432,184683,202531,119884,60693,16323,6680,2489,2229,06-06075-20200416,15,4
County,2020/04/16,06,CA,06001,Alameda County,511621,1159708,3408887,933948,975618,330959,403527,545976,151163,39164,18561,4890,5081,06-06001-20200416,15,4
County,2020/04/17,06,CA,06075,San Francisco County,289869,591680,1930121,630105,619522,247959,239619,109605,55606,13127,9590,2537,2451,06-06075-20200417,15,4
County,2020/04/17,06,CA,06081,San Mateo County,233068,533505,2110507,686587,659735,224386,224810,232456,54752,11707,12434,2616,1024,06-06081-20200417,15,4
County,2020/04/17,06,CA,06085,Santa Clara County,561121,1366731,4553491,1430112,1180235,466458,617209,572520,203281,55741,19066,5446,3423,06-06085-20200417,15,4
County,2020/04/17,06,CA,06001,Alameda County,470481,1200848,3723215,1121750,1027095,330459,437668,563870,166489,45008,20068,6531,4277,06-06001-20200417,15,4
County,2020/04/18,06,CA,06001,Alameda County,514646,1156683,3658630,1015021,1183671,404969,404774,438332,135062,48044,15711,5717,7329,06-06001-20200418,15,4
County,2020/04/18,06,CA,06075,San Francisco County,311086,570463,1994857,708128,638500,229973,195393,130345,61495,17539,8743,1825,2916,06-06075-20200418,15,4
County,2020/04/18,06,CA,06081,San Mateo County,251749,514824,2099964,735319,654103,192818,235875,189577,65269,12740,9522,2624,2117,06-06081-20200418,15,4
County,2020/04/18,06,CA,06085,Santa Clara County,606067,1321785,4361344,1311654,1249838,462548,581950,513677,167091,51132,16305,4580,2569,06-06085-20200418,15,4
County,2020/04/19,06,CA,06001,Alameda County,527730,1143599,3159249,914570,985814,340159,324688,389138,138566,38312,16418,5353,6231,06-06001-20200419,16,4
County,2020/04/19,06,CA,06085,Santa Clara County,615163,1312689,3850275,1264983,1048621,397521,510843,408318,134590,62322,14444,5882,2751,06-06085-20200419,16,4
County,2020/04/19,06,CA,06081,San Mateo County,254544,512029,1618270,538378,566272,127286,166911,145898,37723,18240,11520,3427,2615,06-06081-20200419,16,4
County,2020/04/19,06,CA,06075,San Francisco County,310585,570964,1730371,579090,549339,202764,206585,112488,53818,13726,7575,1540,3446,06-06075-20200419,16,4
County,2020/04/20,06,CA,06075,San Francisco County,281406,600143,2037323,729976,631709,218841,237329,121307,65345,20240,7476,2639,2461,06-06075-20200420,16,4
County,2020/04/20,06,CA,06081,San Mateo County,228929,537644,2163252,682749,732961,208408,230085,224724,53475,17356,6913,4147,2434,06-06081-20200420,16,4
County,2020/04/20,06,CA,06085,Santa Clara County,548352,1379500,4373411,1334801,1145809,413207,649192,575009,171870,59353,15990,4252,3928,06-06085-20200420,16,4
County,2020/04/20,06,CA,06001,Alameda County,463117,1208212,3805151,1088852,1068791,379174,449663,577778,180453,34168,13690,6293,6289,06-06001-20200420,16,4
County,2020/04/21,06,CA,06075,San Francisco County,329658,551891,1858443,629011,523722,232097,249938,139536,59248,18246,3478,1659,1508,06-06075-20200421,16,4
County,2020/04/21,06,CA,06085,Santa Clara County,598449,1329403,4451434,1345823,1148041,497002,641421,560386,195666,48349,10701,2724,1321,06-06085-20200421,16,4
County,2020/04/21,06,CA,06001,Alameda County,504193,1167136,3547474,959940,940920,399883,456449,541911,178394,47718,15707,4579,1973,06-06001-20200421,16,4
County,2020/04/21,06,CA,06081,San Mateo County,245090,521483,1828993,591467,512196,189463,222990,208339,78927,16929,5519,1864,1299,06-06081-20200421,16,4
County,2020/04/22,06,CA,06001,Alameda County,500283,1171046,3730160,1052878,985829,422778,481275,538404,183666,45939,13825,3220,2346,06-06001-20200422,16,4
County,2020/04/22,06,CA,06075,San Francisco County,328294,553255,1804624,574505,501338,244329,254837,147688,59568,14747,4615,1772,1225,06-06075-20200422,16,4
County,2020/04/22,06,CA,06081,San Mateo County,245488,521085,1822309,536315,526987,200547,236615,233118,64978,15163,5841,2201,544,06-06081-20200422,16,4
County,2020/04/22,06,CA,06085,Santa Clara County,592139,1335713,4452637,1279677,1157821,486941,686067,586266,189653,52884,9288,2827,1213,06-06085-20200422,16,4
County,2020/04/23,06,CA,06085,Santa Clara County,596405,1331447,4441154,1302673,1149033,495812,676113,557229,189457,54779,10564,4154,1340,06-06085-20200423,16,4
County,2020/04/23,06,CA,06081,San Mateo County,246130,520443,1785932,543783,498904,196704,239679,211279,69429,15462,8296,1551,845,06-06081-20200423,16,4
County,2020/04/23,06,CA,06075,San Francisco County,328334,553215,1810176,574179,535719,237129,243702,137783,57849,13611,6699,1997,1508,06-06075-20200423,16,4
County,2020/04/23,06,CA,06001,Alameda County,502715,1168614,3647804,990914,945620,431591,484670,554361,180169,40027,14591,3851,2010,06-06001-20200423,16,4
County,2020/04/24,06,CA,06001,Alameda County,493251,1178078,3744374,1009143,966668,441126,503406,568864,185838,44921,17774,4477,2157,06-06001-20200424,16,4
County,2020/04/24,06,CA,06075,San Francisco County,323204,558345,1964751,652743,576258,248130,262544,141173,57585,16990,5717,1704,1907,06-06075-20200424,16,4
County,2020/04/24,06,CA,06081,San Mateo County,245461,521112,1874930,571313,532018,219614,244740,214914,68093,15323,6185,1917,813,06-06081-20200424,16,4
County,2020/04/24,06,CA,06085,Santa Clara County,590769,1337083,4472147,1226404,1190001,494536,674470,606356,209160,54256,12051,3414,1499,06-06085-20200424,16,4
County,2020/04/25,06,CA,06075,San Francisco County,324591,556958,1884041,613885,558272,241233,256449,140018,52170,14118,4879,1717,1300,06-06075-20200425,16,4
County,2020/04/25,06,CA,06081,San Mateo County,259138,507435,1762474,509299,539899,217747,219564,193670,57242,15176,5744,2425,1708,06-06081-20200425,16,4
County,2020/04/25,06,CA,06085,Santa Clara County,611697,1316155,4502710,1368940,1263205,531688,619525,463413,183279,56174,12049,3245,1192,06-06085-20200425,16,4
County,2020/04/25,06,CA,06001,Alameda County,520513,1150816,3728835,1042144,1071294,451549,465357,482501,153433,42194,13611,3671,3081,06-06001-20200425,16,4
County,2020/04/26,06,CA,06001,Alameda County,551618,1119711,3346072,905576,999117,400976,427548,418462,136960,35555,14010,4475,3393,06-06001-20200426,17,4
County,2020/04/26,06,CA,06075,San Francisco County,341920,539629,1840287,614025,560442,236230,238112,120297,48647,12007,5291,2900,2336,06-06075-20200426,17,4
County,2020/04/26,06,CA,06081,San Mateo County,265839,500734,1568440,442346,499469,180721,178127,181003,58971,16394,7159,2912,1338,06-06081-20200426,17,4
County,2020/04/26,06,CA,06085,Santa Clara County,635926,1291926,4221590,1216460,1290119,486203,553042,457376,156215,46856,10112,4033,1174,06-06085-20200426,17,4
County,2020/04/27,06,CA,06075,San Francisco County,329377,552172,1820244,589767,536878,248439,233615,127062,57998,15624,7594,2058,1209,06-06075-20200427,17,4
County,2020/04/27,06,CA,06081,San Mateo County,246632,519941,1781364,509523,521035,200944,235528,222027,69238,15000,5199,1646,1224,06-06081-20200427,17,4
County,2020/04/27,06,CA,06085,Santa Clara County,593262,1334590,4489294,1268878,1188876,508462,694269,563389,201088,50496,10098,2130,1608,06-06085-20200427,17,4
County,2020/04/27,06,CA,06001,Alameda County,500383,1170946,3745302,1034793,1000376,443820,480337,551346,175242,40601,12460,3589,2738,06-06001-20200427,17,4
County,2020/04/28,06,CA,06001,Alameda County,504773,1166556,3710456,1001913,990491,446265,483065,546372,181383,42392,12515,4111,1949,06-06001-20200428,17,4
County,2020/04/28,06,CA,06075,San Francisco County,330364,551185,1915595,656134,553026,231328,258384,135362,57218,16116,4749,1573,1705,06-06075-20200428,17,4
County,2020/04/28,06,CA,06081,San Mateo County,250980,515593,1775668,519311,497909,210486,247814,208983,68255,15039,5213,1431,1227,06-06081-20200428,17,4
County,2020/04/28,06,CA,06085,Santa Clara County,593737,1334115,4395468,1202684,1194850,473234,654312,590007,206368,59903,10560,2294,1256,06-06085-20200428,17,4
County,2020/04/29,06,CA,06075,San Francisco County,324898,556651,1852141,551719,551831,255932,257438,149198,63751,15976,3823,1221,1252,06-06075-20200429,17,4
County,2020/04/29,06,CA,06001,Alameda County,499768,1171561,3936065,1162044,1025817,431162,489389,573012,191959,42894,14369,3271,2148,06-06001-20200429,17,4
County,2020/04/29,06,CA,06085,Santa Clara County,594072,1333780,4474427,1320431,1116248,509742,683429,585453,190545,53875,10397,2823,1484,06-06085-20200429,17,4
County,2020/04/29,06,CA,06081,San Mateo County,249660,516913,1809017,522878,502754,202157,272059,214607,69324,16301,6407,1133,1397,06-06081-20200429,17,4
County,2020/04/30,06,CA,06075,San Francisco County,325284,556265,2001468,685753,554887,266160,275104,142727,54490,15395,4353,1521,1078,06-06075-20200430,17,4
County,2020/04/30,06,CA,06081,San Mateo County,248186,518387,1852778,567978,509625,220203,239612,227426,62275,17350,5167,2480,662,06-06081-20200430,17,4
County,2020/04/30,06,CA,06085,Santa Clara County,585622,1342230,4578837,1302666,1210152,521543,677037,593329,203464,57250,8890,3145,1361,06-06085-20200430,17,4
County,2020/04/30,06,CA,06001,Alameda County,496549,1174780,3795694,1038250,1001680,427390,492073,584596,191190,38605,16933,2958,2019,06-06001-20200430,17,4
County,2020/05/01,06,CA,06085,Santa Clara County,567961,1359891,4753367,1350394,1296548,541182,700262,593167,194701,60272,12518,3260,1063,06-06085-20200501,17,5
County,2020/05/01,06,CA,06081,San Mateo County,241341,525232,1861780,568212,532639,203981,248555,214187,66802,18005,7192,1391,816,06-06081-20200501,17,5
County,2020/05/01,06,CA,06075,San Francisco County,320028,561521,1994582,675609,559776,259136,263977,141216,63942,19814,6240,1898,2974,06-06075-20200501,17,5
County,2020/05/01,06,CA,06001,Alameda County,477911,1193418,3963433,1054083,1060302,492695,521662,577054,198359,40495,13615,3124,2044,06-06001-20200501,17,5
County,2020/05/02,06,CA,06085,Santa Clara County,592463,1335389,4638942,1325537,1391389,535378,638855,494986,182892,52528,11928,4099,1350,06-06085-20200502,17,5
County,2020/05/02,06,CA,06081,San Mateo County,246990,519583,1717045,505084,509875,196194,215940,201698,62824,17400,5476,1568,986,06-06081-20200502,17,5
County,2020/05/02,06,CA,06075,San Francisco County,321420,560129,1915200,603006,563948,251142,253403,150288,67323,16766,5455,1983,1886,06-06075-20200502,17,5
County,2020/05/02,06,CA,06001,Alameda County,503586,1167743,3794966,1071449,1085497,484213,459131,483426,146308,41710,16368,4448,2416,06-06001-20200502,17,5
County,2020/05/03,06,CA,06001,Alameda County,536751,1134578,3317312,954003,964334,380636,438042,392738,126098,38144,17031,3902,2384,06-06001-20200503,18,5
County,2020/05/03,06,CA,06075,San Francisco County,336278,545271,1735016,572046,534601,217689,203684,127207,50763,16502,7129,1299,4096,06-06075-20200503,18,5
County,2020/05/03,06,CA,06081,San Mateo County,259318,507255,1608560,483844,484840,199958,182976,165471,63951,17155,6479,2253,1633,06-06081-20200503,18,5
County,2020/05/03,06,CA,06085,Santa Clara County,624768,1303084,4122629,1230269,1211655,473887,552469,422946,158313,55799,12192,3827,1272,06-06085-20200503,18,5
County,2020/05/04,06,CA,06001,Alameda County,486044,1185285,3844375,1062536,1008150,448943,493955,584583,181248,45023,14805,2794,2338,06-06001-20200504,18,5
County,2020/05/04,06,CA,06085,Santa Clara County,575892,1351960,4646957,1322660,1215176,519930,703767,603217,209897,57785,10961,2520,1044,06-06085-20200504,18,5
County,2020/05/04,06,CA,06081,San Mateo County,237070,529503,1820181,522797,541300,203334,246690,214715,65889,16310,6374,1391,1381,06-06081-20200504,18,5
County,2020/05/04,06,CA,06075,San Francisco County,318899,562650,1974184,638465,551229,283263,276942,142070,60324,13347,4598,1371,2575,06-06075-20200504,18,5
County,2020/05/05,06,CA,06075,San Francisco County,326498,555051,2061270,672296,619225,272582,280651,143304,54436,13780,1875,998,2123,06-06075-20200505,18,5
County,2020/05/05,06,CA,06081,San Mateo County,242619,523954,1848102,528940,537648,223230,238283,223147,68794,18454,7024,1390,1192,06-06081-20200505,18,5
County,2020/05/05,06,CA,06085,Santa Clara County,583700,1344152,4606044,1299645,1201846,508936,693472,629927,200842,58707,9002,2420,1247,06-06085-20200505,18,5
County,2020/05/05,06,CA,06001,Alameda County,485919,1185410,3916894,1142918,1006010,445097,502904,564826,196771,37135,15244,4523,1466,06-06001-20200505,18,5
County,2020/05/06,06,CA,06001,Alameda County,496706,1174623,3682229,979806,983085,396075,489409,576214,192736,43614,14047,4186,3057,06-06001-20200506,18,5
County,2020/05/06,06,CA,06075,San Francisco County,323299,558250,1991904,685077,567682,229388,275403,151962,57327,15844,5716,1704,1801,06-06075-20200506,18,5
County,2020/05/06,06,CA,06081,San Mateo County,246512,520061,1784118,542247,480803,198072,226375,234095,75064,16085,7648,1917,1812,06-06081-20200506,18,5
County,2020/05/06,06,CA,06085,Santa Clara County,582305,1345547,4490414,1260379,1158465,488632,710340,602972,195039,58617,10680,3797,1493,06-06085-20200506,18,5
County,2020/05/07,06,CA,06001,Alameda County,488771,1182558,3739454,1012725,969963,436896,473082,573275,203007,44417,16972,4798,4319,06-06001-20200507,18,5
County,2020/05/07,06,CA,06075,San Francisco County,320940,560609,1919908,610838,565603,243050,273649,140409,59499,16422,6017,2014,2407,06-06075-20200507,18,5
County,2020/05/07,06,CA,06081,San Mateo County,243157,523416,1801647,526582,495757,200097,236654,241993,68716,19685,6715,3396,2052,06-06081-20200507,18,5
County,2020/05/07,06,CA,06085,Santa Clara County,575523,1352329,4473014,1257944,1166440,487578,654357,615027,209966,61510,12988,4898,2306,06-06085-20200507,18,5
County,2020/05/08,06,CA,06001,Alameda County,482124,1189205,3876864,1018278,1026862,463043,519516,586303,193886,46877,16163,3691,2245,06-06001-20200508,18,5
County,2020/05/08,06,CA,06075,San Francisco County,320070,561479,2048592,656194,572296,276350,300613,150032,63575,17591,6641,2475,2825,06-06075-20200508,18,5
County,2020/05/08,06,CA,06081,San Mateo County,242104,524469,1878597,525732,516402,226253,265281,247957,65181,20965,8372,1425,1029,06-06081-20200508,18,5
County,2020/05/08,06,CA,06085,Santa Clara County,580595,1347257,4652159,1259581,1257627,533660,680439,634369,207488,61595,11957,3796,1647,06-06085-20200508,18,5
County,2020/05/09,06,CA,06001,Alameda County,503481,1167848,3862242,1085170,1079428,466199,479904,505181,174691,46103,17262,5490,2814,06-06001-20200509,18,5
County,2020/05/09,06,CA,06075,San Francisco County,321901,559648,1899805,583517,556884,252837,259317,159685,53982,20769,7608,2089,3117,06-06075-20200509,18,5
County,2020/05/09,06,CA,06081,San Mateo County,248317,518256,1794433,511602,528784,209955,231820,216718,61904,20560,10583,1539,968,06-06081-20200509,18,5
County,2020/05/09,06,CA,06085,Santa Clara County,594906,1332946,4627894,1312241,1320622,536328,666696,530492,181586,60281,13984,4115,1549,06-06085-20200509,18,5
County,2020/05/10,06,CA,06085,Santa Clara County,603853,1323999,4384527,1260368,1306311,508482,606147,446445,174386,64206,13533,3421,1228,06-06085-20200510,19,5
County,2020/05/10,06,CA,06081,San Mateo County,252471,514102,1588682,432831,503949,175478,211446,177182,56745,17394,9064,2852,1741,06-06081-20200510,19,5
County,2020/05/10,06,CA,06075,San Francisco County,325040,556509,1757529,525917,530487,235227,253988,125619,57300,18596,7298,1914,1183,06-06075-20200510,19,5
County,2020/05/10,06,CA,06001,Alameda County,520912,1150417,3430963,904575,1011492,405694,442259,435200,160763,46015,17534,4553,2878,06-06001-20200510,19,5
County,2020/05/11,06,CA,06001,Alameda County,465722,1205607,3894082,1084886,968257,428927,507645,624588,214551,45563,12922,4277,2466,06-06001-20200511,19,5
County,2020/05/11,06,CA,06075,San Francisco County,315379,566170,1931433,649282,527786,233457,278081,146993,63689,22255,5571,1502,2817,06-06075-20200511,19,5
County,2020/05/11,06,CA,06081,San Mateo County,230033,536540,1806085,536996,476323,190981,249762,246177,75012,18927,8264,1937,1706,06-06081-20200511,19,5
County,2020/05/11,06,CA,06085,Santa Clara County,541860,1385992,4724522,1361071,1182961,525108,696767,635633,236797,71554,10675,2984,972,06-06085-20200511,19,5
County,2020/05/12,06,CA,06085,Santa Clara County,538806,1389046,4787198,1385419,1160615,506935,745570,660853,245012,70257,8988,2491,1058,06-06085-20200512,19,5
County,2020/05/12,06,CA,06081,San Mateo County,227030,539543,1850734,552923,491235,202178,269048,242704,68401,17096,4748,1398,1003,06-06081-20200512,19,5
County,2020/05/12,06,CA,06075,San Francisco County,307121,574428,1936814,674543,541042,222277,257985,144501,65945,23036,4478,1140,1867,06-06075-20200512,19,5
County,2020/05/12,06,CA,06001,Alameda County,458298,1213031,3958767,1114580,980702,432940,520911,625773,221340,45078,12177,3558,1708,06-06001-20200512,19,5
County,2020/05/13,06,CA,06001,Alameda County,461272,1210057,3829106,1071848,945538,396450,513936,621323,212354,48241,14092,3247,2077,06-06001-20200513,19,5
County,2020/05/13,06,CA,06085,Santa Clara County,545865,1381987,4623603,1312512,1125771,540002,694128,630960,235896,70816,9592,2949,977,06-06085-20200513,19,5
County,2020/05/13,06,CA,06081,San Mateo County,231069,535504,1834710,532970,503977,199584,246352,253972,73420,16863,5275,883,1414,06-06081-20200513,19,5
County,2020/05/13,06,CA,06075,San Francisco County,316282,565267,1912379,656051,508250,240152,256780,151393,67764,22758,5582,2213,1436,06-06075-20200513,19,5
County,2020/05/14,06,CA,06085,Santa Clara County,547487,1380365,4626266,1276200,1133647,517256,707383,647120,262838,66709,11318,2619,1176,06-06085-20200514,19,5
County,2020/05/14,06,CA,06081,San Mateo County,227760,538813,1805442,531698,466896,191635,252820,253398,78972,20527,6943,1196,1357,06-06081-20200514,19,5
County,2020/05/14,06,CA,06075,San Francisco County,313503,568046,1869138,606033,525552,241234,252874,145332,66020,22249,6038,1385,2421,06-06075-20200514,19,5
County,2020/05/14,06,CA,06001,Alameda County,459654,1211675,3903993,1142841,934222,429120,484146,626779,218499,47362,14554,3807,2663,06-06001-20200514,19,5
County,2020/05/15,06,CA,06085,Santa Clara County,529505,1398347,4901550,1440661,1197634,522238,734918,662984,253060,71467,13331,4040,1217,06-06085-20200515,19,5
County,2020/05/15,06,CA,06081,San Mateo County,223546,543027,1859237,541273,490948,212811,252958,255915,71948,20669,8498,2086,2131,06-06081-20200515,19,5
County,2020/05/15,06,CA,06075,San Francisco County,299307,582242,2069485,739557,564052,247209,276434,143633,64353,23946,6889,1123,2289,06-06075-20200515,19,5
County,2020/05/15,06,CA,06001,Alameda County,446021,1225308,3965310,1124296,968910,419945,508258,649941,216022,52443,18608,3931,2956,06-06001-20200515,19,5
County,2020/05/16,06,CA,06081,San Mateo County,234626,531947,1791713,503299,506160,203739,245179,222859,72798,22129,10267,2741,2542,06-06081-20200516,19,5
County,2020/05/16,06,CA,06075,San Francisco County,312104,569445,2035769,711809,557688,264422,270628,137935,62522,22608,4553,2074,1530,06-06075-20200516,19,5
County,2020/05/16,06,CA,06001,Alameda County,475219,1196110,3904298,1114165,1044937,457666,508302,529984,176909,51483,13526,4517,2809,06-06001-20200516,19,5
County,2020/05/16,06,CA,06085,Santa Clara County,559121,1368731,4776534,1413295,1243823,566083,697349,550666,220755,66014,13407,3950,1192,06-06085-20200516,19,5
County,2020/05/17,06,CA,06001,Alameda County,469017,1202312,3882718,1122794,1093184,474107,468305,491145,152314,51600,19982,7110,2177,06-06001-20200517,20,5
County,2020/05/17,06,CA,06085,Santa Clara County,532304,1395548,4762040,1445656,1330077,534592,640581,534847,187826,64100,17943,5631,787,06-06085-20200517,20,5
County,2020/05/17,06,CA,06081,San Mateo County,219649,546924,1926646,620813,566004,205921,242379,190941,60836,27389,7685,3413,1265,06-06081-20200517,20,5
County,2020/05/17,06,CA,06075,San Francisco County,282046,599503,2127394,694044,599836,273364,287707,168336,72125,19614,8179,1977,2212,06-06075-20200517,20,5
County,2020/05/18,06,CA,06001,Alameda County,399277,1272052,4224046,1179120,1065548,469157,528765,673710,233250,50433,17780,4747,1536,06-06001-20200518,20,5
County,2020/05/18,06,CA,06085,Santa Clara County,466151,1461701,5152037,1488949,1268673,567770,768322,710057,266988,66263,10479,3686,850,06-06085-20200518,20,5
County,2020/05/18,06,CA,06081,San Mateo County,189488,577085,2089668,647867,563919,220162,271903,278884,74097,21912,8504,1904,516,06-06081-20200518,20,5
County,2020/05/18,06,CA,06075,San Francisco County,266724,614825,2188377,707129,622120,296238,309050,165703,59833,18718,7372,1268,946,06-06075-20200518,20,5
County,2020/05/19,06,CA,06001,Alameda County,390601,1280728,4421027,1241344,1097779,493313,564831,708384,233634,55628,19448,5737,929,06-06001-20200519,20,5
County,2020/05/19,06,CA,06085,Santa Clara County,449787,1478065,5219441,1446132,1257385,584452,825477,767148,257565,69059,8275,3038,910,06-06085-20200519,20,5
County,2020/05/19,06,CA,06081,San Mateo County,188439,578134,2164127,677250,551891,259344,285603,277559,80944,20762,7730,2083,961,06-06081-20200519,20,5
County,2020/05/19,06,CA,06075,San Francisco County,260923,620626,2344056,804855,664833,287842,320056,168104,69719,19423,5853,2111,1260,06-06075-20200519,20,5
County,2020/05/20,06,CA,06085,Santa Clara County,456272,1471580,5367420,1555046,1373467,560767,804209,727091,262206,67491,13087,3101,955,06-06085-20200520,20,5
County,2020/05/20,06,CA,06081,San Mateo County,188008,578565,2199673,671841,585681,255197,289877,270329,89664,24330,9605,2095,1054,06-06081-20200520,20,5
County,2020/05/20,06,CA,06001,Alameda County,382498,1288831,4505627,1317301,1110442,495771,556318,706671,241505,54067,17439,4594,1519,06-06001-20200520,20,5
County,2020/05/20,06,CA,06075,San Francisco County,261552,619997,2325436,793631,648766,310062,294733,172305,77688,19609,5984,2014,644,06-06075-20200520,20,5
County,2020/05/21,06,CA,06001,Alameda County,378891,1292438,4295514,1217146,1032633,463573,532996,716634,250748,53369,19242,6527,2646,06-06001-20200521,20,5
County,2020/05/21,06,CA,06075,San Francisco County,264645,616904,2211347,754085,627743,259042,285437,185255,66300,24407,5176,2143,1759,06-06075-20200521,20,5
County,2020/05/21,06,CA,06081,San Mateo County,177645,588928,2172678,654060,593099,235739,291285,272112,88288,24444,9441,2809,1401,06-06081-20200521,20,5
County,2020/05/21,06,CA,06085,Santa Clara County,440682,1487170,5426118,1543019,1308246,635145,828555,756211,265473,67665,15760,4465,1579,06-06085-20200521,20,5
County,2020/05/22,06,CA,06001,Alameda County,363139,1308190,4597747,1280365,1145657,515010,588940,738032,241059,56427,23566,5299,3392,06-06001-20200522,20,5
County,2020/05/22,06,CA,06075,San Francisco County,245342,636207,2396914,785217,693243,297247,321306,178097,76687,29443,9994,2573,3107,06-06075-20200522,20,5
County,2020/05/22,06,CA,06081,San Mateo County,168772,597801,2294818,660233,634427,265850,314559,290354,81722,26981,15270,3012,2410,06-06081-20200522,20,5
County,2020/05/22,06,CA,06085,Santa Clara County,419382,1508470,5572974,1617280,1395604,599998,858847,734855,267630,76295,16160,4625,1680,06-06085-20200522,20,5
County,2020/05/23,06,CA,06001,Alameda County,400606,1270723,4536419,1376203,1179707,525131,564524,582941,210864,61589,24243,6798,4419,06-06001-20200523,20,5
County,2020/05/23,06,CA,06075,San Francisco County,253505,628044,2344507,753061,662641,316866,293429,190932,80483,31524,9846,3295,2430,06-06075-20200523,20,5
County,2020/05/23,06,CA,06081,San Mateo County,189361,577212,2164215,603291,620390,243793,310473,267029,71583,30093,12257,3460,1846,06-06081-20200523,20,5
County,2020/05/23,06,CA,06085,Santa Clara County,466358,1461494,5349118,1579152,1463081,575608,733379,642732,244945,86028,17929,4694,1570,06-06085-20200523,20,5
County,2020/05/24,06,CA,06075,San Francisco County,309384,572165,1850969,636656,501987,219871,236575,138045,70602,36914,6529,1678,2112,06-06075-20200524,21,5
County,2020/05/24,06,CA,06081,San Mateo County,231553,535020,1720393,509228,472398,193256,221976,204599,73787,28280,12369,2561,1939,06-06081-20200524,21,5
County,2020/05/24,06,CA,06085,Santa Clara County,568270,1359582,4445567,1275837,1216524,508769,617577,491955,235071,79779,15107,3492,1456,06-06085-20200524,21,5
County,2020/05/24,06,CA,06001,Alameda County,483749,1187580,3552933,1004173,927748,418304,453555,482447,185590,53286,16721,5623,5486,06-06001-20200524,21,5
County,2020/05/25,06,CA,06001,Alameda County,485160,1186169,3503371,1020253,913286,396166,415873,498077,178803,50233,20024,5628,5028,06-06001-20200525,21,5
County,2020/05/25,06,CA,06085,Santa Clara County,565211,1362641,4382291,1311242,1168955,488139,615702,471746,221705,79947,18024,5084,1747,06-06085-20200525,21,5
County,2020/05/25,06,CA,06081,San Mateo County,234604,531969,1651712,473100,447424,183460,225949,209174,68478,26835,11546,3621,2125,06-06081-20200525,21,5
County,2020/05/25,06,CA,06075,San Francisco County,307800,573749,1842130,657163,489719,232534,224959,139327,58329,27734,8287,2217,1861,06-06075-20200525,21,5
