Day,Min,Avg,Max,# Lane Points,% Observed
1/1/2019 0:00,"15,947,845.25","15,947,845.25","15,947,845.25",624204,64.80
1/2/2019 0:00,"20,063,326.96","20,063,326.96","20,063,326.96",624364,64.70
1/3/2019 0:00,"20,342,966.35","20,342,966.35","20,342,966.35",622138,65.10
1/4/2019 0:00,"21,167,991.80","21,167,991.80","21,167,991.80",622161,64.90
1/5/2019 0:00,"17,969,671.66","17,969,671.66","17,969,671.66",624204,63.10
1/6/2019 0:00,"14,757,167.70","14,757,167.70","14,757,167.70",624204,65.20
1/7/2019 0:00,"20,175,441.16","20,175,441.16","20,175,441.16",624144,64.40
1/8/2019 0:00,"20,479,051.44","20,479,051.44","20,479,051.44",624084,65.30
1/9/2019 0:00,"19,720,325.63","19,720,325.63","19,720,325.63",624264,65.20
1/10/2019 0:00,"20,212,488.35","20,212,488.35","20,212,488.35",622160,65.30
1/11/2019 0:00,"21,444,381.07","21,444,381.07","21,444,381.07",624324,64.10
1/12/2019 0:00,"19,770,649.18","19,770,649.18","19,770,649.18",624204,64.20
1/13/2019 0:00,"16,624,802.85","16,624,802.85","16,624,802.85",624144,62.70
1/14/2019 0:00,"20,080,036.79","20,080,036.79","20,080,036.79",624204,64.00
1/15/2019 0:00,"19,783,525.60","19,783,525.60","19,783,525.60",624264,62.50
1/16/2019 0:00,"19,773,057.57","19,773,057.57","19,773,057.57",624204,64.50
1/17/2019 0:00,"20,443,846.75","20,443,846.75","20,443,846.75",624264,64.50
1/18/2019 0:00,"21,882,399.87","21,882,399.87","21,882,399.87",623964,64.80
1/19/2019 0:00,"20,377,492.55","20,377,492.55","20,377,492.55",624384,65.30
1/20/2019 0:00,"15,980,636.47","15,980,636.47","15,980,636.47",624384,63.70
1/21/2019 0:00,"19,263,424.87","19,263,424.87","19,263,424.87",622221,64.80
1/22/2019 0:00,"20,656,282.45","20,656,282.45","20,656,282.45",623518,64.10
1/23/2019 0:00,"20,750,876.94","20,750,876.94","20,750,876.94",624324,63.60
1/24/2019 0:00,"21,060,412.98","21,060,412.98","21,060,412.98",624204,63.50
1/25/2019 0:00,"21,705,133.02","21,705,133.02","21,705,133.02",624204,64.60
1/26/2019 0:00,"20,123,388.08","20,123,388.08","20,123,388.08",624264,65.10
1/27/2019 0:00,"18,052,828.10","18,052,828.10","18,052,828.10",624264,64.70
1/28/2019 0:00,"20,604,548.67","20,604,548.67","20,604,548.67",624264,64.80
1/29/2019 0:00,"20,757,799.89","20,757,799.89","20,757,799.89",624324,62.10
1/30/2019 0:00,"20,919,966.60","20,919,966.60","20,919,966.60",623579,65.40
1/31/2019 0:00,"21,118,440.86","21,118,440.86","21,118,440.86",624144,65.60
2/1/2019 0:00,"21,383,041.84","21,383,041.84","21,383,041.84",624324,65.40
2/2/2019 0:00,"18,965,359.07","18,965,359.07","18,965,359.07",624324,65.30
2/3/2019 0:00,"16,384,816.18","16,384,816.18","16,384,816.18",624324,65.40
2/4/2019 0:00,"19,717,164.27","19,717,164.27","19,717,164.27",624204,65.40
2/5/2019 0:00,"20,737,655.74","20,737,655.74","20,737,655.74",624264,65.00
2/6/2019 0:00,"20,866,286.91","20,866,286.91","20,866,286.91",623851,65.30
2/7/2019 0:00,"21,341,808.96","21,341,808.96","21,341,808.96",622986,64.70
2/8/2019 0:00,"20,983,550.06","20,983,550.06","20,983,550.06",624324,64.50
2/9/2019 0:00,"19,500,668.97","19,500,668.97","19,500,668.97",624264,64.70
2/10/2019 0:00,"17,584,223.33","17,584,223.33","17,584,223.33",624264,64.90
2/11/2019 0:00,"20,742,565.14","20,742,565.14","20,742,565.14",624204,64.90
2/12/2019 0:00,"20,937,472.48","20,937,472.48","20,937,472.48",624204,63.10
2/13/2019 0:00,"19,675,837.10","19,675,837.10","19,675,837.10",622767,63.20
2/14/2019 0:00,"20,336,588.64","20,336,588.64","20,336,588.64",624324,64.70
2/15/2019 0:00,"21,459,737.22","21,459,737.22","21,459,737.22",624384,64.70
2/16/2019 0:00,"19,614,374.62","19,614,374.62","19,614,374.62",624324,65.70
2/17/2019 0:00,"17,749,428.81","17,749,428.81","17,749,428.81",624379,65.70
2/18/2019 0:00,"19,125,335.35","19,125,335.35","19,125,335.35",624324,65.00
2/19/2019 0:00,"21,105,339.04","21,105,339.04","21,105,339.04",624384,65.50
2/20/2019 0:00,"21,197,160.98","21,197,160.98","21,197,160.98",624384,62.00
