Day,Min,Avg,Max,# Lane Points,% Observed
1/1/2019 0:00,"2,864,400.35","2,864,400.35","2,864,400.35",76320,78.50
1/2/2019 0:00,"3,285,016.72","3,285,016.72","3,285,016.72",76320,78.10
1/3/2019 0:00,"3,386,682.31","3,386,682.31","3,386,682.31",76080,77.40
1/4/2019 0:00,"3,510,369.00","3,510,369.00","3,510,369.00",76055,76.60
1/5/2019 0:00,"3,098,793.42","3,098,793.42","3,098,793.42",76320,76.10
1/6/2019 0:00,"2,652,473.16","2,652,473.16","2,652,473.16",76320,80.00
1/7/2019 0:00,"3,258,259.18","3,258,259.18","3,258,259.18",76320,80.70
1/8/2019 0:00,"3,444,027.41","3,444,027.41","3,444,027.41",76320,80.40
1/9/2019 0:00,"3,324,502.77","3,324,502.77","3,324,502.77",76320,82.20
1/10/2019 0:00,"3,510,683.03","3,510,683.03","3,510,683.03",76093,80.70
1/11/2019 0:00,"3,594,457.32","3,594,457.32","3,594,457.32",76320,81.10
1/12/2019 0:00,"3,453,143.45","3,453,143.45","3,453,143.45",76320,81.80
1/13/2019 0:00,"3,021,253.39","3,021,253.39","3,021,253.39",76320,79.30
1/14/2019 0:00,"3,376,998.02","3,376,998.02","3,376,998.02",76320,78.10
1/15/2019 0:00,"3,183,606.20","3,183,606.20","3,183,606.20",76320,75.80
1/16/2019 0:00,"3,325,907.80","3,325,907.80","3,325,907.80",76320,72.40
1/17/2019 0:00,"3,508,701.67","3,508,701.67","3,508,701.67",76320,74.30
1/18/2019 0:00,"3,731,504.16","3,731,504.16","3,731,504.16",76320,73.60
1/19/2019 0:00,"3,408,908.63","3,408,908.63","3,408,908.63",76320,74.70
1/20/2019 0:00,"2,844,706.34","2,844,706.34","2,844,706.34",76320,72.10
1/21/2019 0:00,"3,174,909.96","3,174,909.96","3,174,909.96",76055,73.80
1/22/2019 0:00,"3,535,717.98","3,535,717.98","3,535,717.98",76316,73.20
1/23/2019 0:00,"3,547,420.79","3,547,420.79","3,547,420.79",76320,73.00
