Day,Min,Avg,Max,# Lane Points,% Observed
1/1/2020 0:00,"330,421.25","330,421.25","330,421.25",548928,0.00
1/2/2020 0:00,"318,838.19","318,838.19","318,838.19",548928,30.30
1/3/2020 0:00,"299,716.21","299,716.21","299,716.21",548928,68.70
1/4/2020 0:00,"249,187.71","249,187.71","249,187.71",548928,69.10
1/5/2020 0:00,"220,898.77","220,898.77","220,898.77",548928,67.20
1/6/2020 0:00,"341,864.89","341,864.89","341,864.89",548928,68.60
1/7/2020 0:00,"346,600.75","346,600.75","346,600.75",548928,69.20
1/8/2020 0:00,"359,336.16","359,336.16","359,336.16",548928,69.70
1/9/2020 0:00,"361,820.29","361,820.29","361,820.29",548928,68.80
1/10/2020 0:00,"361,364.26","361,364.26","361,364.26",548928,68.40
1/11/2020 0:00,"269,105.76","269,105.76","269,105.76",548928,68.80
1/12/2020 0:00,"229,951.91","229,951.91","229,951.91",548928,68.80
1/13/2020 0:00,"350,971.02","350,971.02","350,971.02",548928,68.70
1/14/2020 0:00,"373,675.82","373,675.82","373,675.82",548928,68.60
1/15/2020 0:00,"373,062.97","373,062.97","373,062.97",548928,68.20
1/16/2020 0:00,"351,208.48","351,208.48","351,208.48",548928,68.60
1/17/2020 0:00,"365,112.63","365,112.63","365,112.63",548928,68.80
1/18/2020 0:00,"272,616.70","272,616.70","272,616.70",548928,68.70
1/19/2020 0:00,"234,300.60","234,300.60","234,300.60",548928,68.80
1/20/2020 0:00,"274,977.97","274,977.97","274,977.97",548928,68.50
1/21/2020 0:00,"359,312.99","359,312.99","359,312.99",548928,69.00
1/22/2020 0:00,"370,566.49","370,566.49","370,566.49",548928,66.40
1/23/2020 0:00,"374,414.74","374,414.74","374,414.74",548928,68.30
1/24/2020 0:00,"365,334.18","365,334.18","365,334.18",548890,68.90
1/25/2020 0:00,"269,831.36","269,831.36","269,831.36",548928,65.70
1/26/2020 0:00,"231,156.92","231,156.92","231,156.92",548928,68.60
1/27/2020 0:00,"347,814.66","347,814.66","347,814.66",548928,68.40
1/28/2020 0:00,"363,789.99","363,789.99","363,789.99",548928,68.40
1/29/2020 0:00,"367,061.94","367,061.94","367,061.94",548928,68.50
1/30/2020 0:00,"376,146.52","376,146.52","376,146.52",548928,68.50
1/31/2020 0:00,"370,347.01","370,347.01","370,347.01",548928,68.80
2/1/2020 0:00,"269,281.00","269,281.00","269,281.00",548928,68.50
2/2/2020 0:00,"216,024.88","216,024.88","216,024.88",548928,68.60
2/3/2020 0:00,"342,280.97","342,280.97","342,280.97",548928,68.20
2/4/2020 0:00,"370,523.93","370,523.93","370,523.93",548928,68.30
2/5/2020 0:00,"365,353.85","365,353.85","365,353.85",548928,68.30
2/6/2020 0:00,"382,557.77","382,557.77","382,557.77",548928,68.50
2/7/2020 0:00,"362,997.18","362,997.18","362,997.18",548928,68.40
2/8/2020 0:00,"271,525.42","271,525.42","271,525.42",548928,68.20
2/9/2020 0:00,"229,743.07","229,743.07","229,743.07",548928,68.40
