Day,Min,Avg,Max,# Lane Points,% Observed
1/1/2019 0:00,"48,879.69","48,879.69","48,879.69",76320,78.50
1/2/2019 0:00,"54,127.08","54,127.08","54,127.08",76320,78.10
1/3/2019 0:00,"57,551.99","57,551.99","57,551.99",76080,77.40
1/4/2019 0:00,"59,740.09","59,740.09","59,740.09",76055,76.60
1/5/2019 0:00,"50,655.95","50,655.95","50,655.95",76320,76.10
1/6/2019 0:00,"48,192.74","48,192.74","48,192.74",76320,80.00
1/7/2019 0:00,"60,664.20","60,664.20","60,664.20",76320,80.70
1/8/2019 0:00,"68,556.50","68,556.50","68,556.50",76320,80.40
1/9/2019 0:00,"61,047.85","61,047.85","61,047.85",76320,82.20
1/10/2019 0:00,"71,668.58","71,668.58","71,668.58",76093,80.70
1/11/2019 0:00,"71,183.31","71,183.31","71,183.31",76320,81.10
1/12/2019 0:00,"61,973.99","61,973.99","61,973.99",76320,81.80
1/13/2019 0:00,"49,820.76","49,820.76","49,820.76",76320,79.30
1/14/2019 0:00,"63,120.85","63,120.85","63,120.85",76320,78.10
1/15/2019 0:00,"71,410.83","71,410.83","71,410.83",76320,75.80
1/16/2019 0:00,"69,765.38","69,765.38","69,765.38",76320,72.40
1/17/2019 0:00,"66,802.93","66,802.93","66,802.93",76320,74.30
1/18/2019 0:00,"70,426.50","70,426.50","70,426.50",76320,73.60
1/19/2019 0:00,"62,935.09","62,935.09","62,935.09",76320,74.70
1/20/2019 0:00,"47,926.44","47,926.44","47,926.44",76320,72.10
1/21/2019 0:00,"55,224.08","55,224.08","55,224.08",76055,73.80
1/22/2019 0:00,"69,284.05","69,284.05","69,284.05",76316,73.20
1/23/2019 0:00,"67,469.99","67,469.99","67,469.99",76320,73.00
1/24/2019 0:00,"68,710.67","68,710.67","68,710.67",76320,73.10
1/25/2019 0:00,"71,543.51","71,543.51","71,543.51",76320,73.90
1/26/2019 0:00,"66,836.46","66,836.46","66,836.46",76320,73.60
1/27/2019 0:00,"61,254.32","61,254.32","61,254.32",76320,73.90
1/28/2019 0:00,"63,543.18","63,543.18","63,543.18",76320,74.00
1/29/2019 0:00,"64,165.82","64,165.82","64,165.82",76320,70.60
1/30/2019 0:00,"64,026.83","64,026.83","64,026.83",76273,73.60
1/31/2019 0:00,"69,645.77","69,645.77","69,645.77",76320,73.60
2/1/2019 0:00,"69,937.29","69,937.29","69,937.29",76320,73.60
2/2/2019 0:00,"65,591.16","65,591.16","65,591.16",76320,73.90
2/3/2019 0:00,"51,782.90","51,782.90","51,782.90",76320,74.70
2/4/2019 0:00,"68,916.64","68,916.64","68,916.64",76320,73.50
2/5/2019 0:00,"63,869.47","63,869.47","63,869.47",76320,72.40
2/6/2019 0:00,"70,069.27","70,069.27","70,069.27",76293,72.30
2/7/2019 0:00,"71,422.08","71,422.08","71,422.08",76159,72.40
2/8/2019 0:00,"71,756.32","71,756.32","71,756.32",76320,70.90
2/9/2019 0:00,"65,894.25","65,894.25","65,894.25",76320,69.40
2/10/2019 0:00,"51,272.17","51,272.17","51,272.17",76320,73.80
2/11/2019 0:00,"64,612.92","64,612.92","64,612.92",76320,70.60
2/12/2019 0:00,"65,983.11","65,983.11","65,983.11",76320,67.70
2/13/2019 0:00,"66,551.47","66,551.47","66,551.47",76212,71.00
2/14/2019 0:00,"72,012.27","72,012.27","72,012.27",76320,73.20
2/15/2019 0:00,"70,784.19","70,784.19","70,784.19",76320,73.10
2/16/2019 0:00,"62,511.10","62,511.10","62,511.10",76320,72.40
2/17/2019 0:00,"59,328.05","59,328.05","59,328.05",76320,72.70
2/18/2019 0:00,"56,132.40","56,132.40","56,132.40",76320,70.90
2/19/2019 0:00,"68,672.76","68,672.76","68,672.76",76320,70.90
2/20/2019 0:00,"66,747.74","66,747.74","66,747.74",76320,68.30
2/21/2019 0:00,"72,625.06","72,625.06","72,625.06",76320,71.50
2/22/2019 0:00,"68,899.52","68,899.52","68,899.52",76320,75.40
2/23/2019 0:00,"69,767.11","69,767.11","69,767.11",76320,75.80
2/24/2019 0:00,"58,552.33","58,552.33","58,552.33",76320,77.40
2/25/2019 0:00,"65,216.37","65,216.37","65,216.37",76320,76.20
2/26/2019 0:00,"68,153.54","68,153.54","68,153.54",76320,76.20
2/27/2019 0:00,"68,708.76","68,708.76","68,708.76",76320,75.50
2/28/2019 0:00,"72,179.79","72,179.79","72,179.79",76320,74.90
3/1/2019 0:00,"64,724.60","64,724.60","64,724.60",76320,73.50
3/2/2019 0:00,"60,636.96","60,636.96","60,636.96",76320,76.20
3/3/2019 0:00,"52,102.58","52,102.58","52,102.58",76320,77.20
3/4/2019 0:00,"66,708.26","66,708.26","66,708.26",76320,77.40
3/5/2019 0:00,"65,579.96","65,579.96","65,579.96",76320,77.70
3/6/2019 0:00,"65,744.85","65,744.85","65,744.85",76320,79.80
3/7/2019 0:00,"68,256.71","68,256.71","68,256.71",76320,79.20
3/8/2019 0:00,"70,955.18","70,955.18","70,955.18",76320,78.80
3/9/2019 0:00,"60,941.35","60,941.35","60,941.35",76320,78.90
3/10/2019 0:00,"55,719.87","55,719.87","55,719.87",73140,79.60
3/11/2019 0:00,"64,207.86","64,207.86","64,207.86",76320,80.00
3/12/2019 0:00,"64,772.94","64,772.94","64,772.94",76320,76.90
3/13/2019 0:00,"64,510.00","64,510.00","64,510.00",76320,78.60
3/14/2019 0:00,"67,712.98","67,712.98","67,712.98",76320,79.60
3/15/2019 0:00,"65,759.00","65,759.00","65,759.00",76154,79.60
3/16/2019 0:00,"65,078.84","65,078.84","65,078.84",76320,78.90
3/17/2019 0:00,"59,135.36","59,135.36","59,135.36",76320,78.40
3/18/2019 0:00,"61,970.12","61,970.12","61,970.12",76320,76.20
3/19/2019 0:00,"66,709.03","66,709.03","66,709.03",76320,77.70
3/20/2019 0:00,"66,549.24","66,549.24","66,549.24",76274,79.10
3/21/2019 0:00,"68,570.01","68,570.01","68,570.01",76320,78.70
3/22/2019 0:00,"71,764.58","71,764.58","71,764.58",76320,79.20
3/23/2019 0:00,"66,265.16","66,265.16","66,265.16",76320,78.40
3/24/2019 0:00,"58,536.69","58,536.69","58,536.69",76320,79.10
3/25/2019 0:00,"58,790.04","58,790.04","58,790.04",76320,74.30
3/26/2019 0:00,"60,323.82","60,323.82","60,323.82",76320,77.10
3/27/2019 0:00,"59,390.21","59,390.21","59,390.21",76279,76.80
3/28/2019 0:00,"63,689.60","63,689.60","63,689.60",76320,77.30
3/29/2019 0:00,"61,251.33","61,251.33","61,251.33",76320,78.10
3/30/2019 0:00,"65,055.92","65,055.92","65,055.92",76320,77.20
3/31/2019 0:00,"60,693.12","60,693.12","60,693.12",76264,72.50
4/1/2019 0:00,"59,807.88","59,807.88","59,807.88",76320,74.70
4/2/2019 0:00,"61,468.24","61,468.24","61,468.24",76320,74.50
4/3/2019 0:00,"62,082.02","62,082.02","62,082.02",76320,67.30
4/4/2019 0:00,"65,287.66","65,287.66","65,287.66",75875,72.60
4/5/2019 0:00,"65,304.58","65,304.58","65,304.58",76235,77.30
4/6/2019 0:00,"61,477.75","61,477.75","61,477.75",76320,78.90
4/7/2019 0:00,"56,402.73","56,402.73","56,402.73",76320,77.30
4/8/2019 0:00,"59,216.82","59,216.82","59,216.82",76320,77.00
4/9/2019 0:00,"59,821.65","59,821.65","59,821.65",76320,76.40
4/10/2019 0:00,"63,638.18","63,638.18","63,638.18",76320,74.60
4/11/2019 0:00,"65,069.54","65,069.54","65,069.54",75951,70.90
4/12/2019 0:00,"65,787.57","65,787.57","65,787.57",76607,77.30
4/13/2019 0:00,"67,408.74","67,408.74","67,408.74",76608,76.90
4/14/2019 0:00,"59,327.73","59,327.73","59,327.73",76608,77.40
4/15/2019 0:00,"60,917.04","60,917.04","60,917.04",76608,80.90
4/16/2019 0:00,"63,935.55","63,935.55","63,935.55",76523,76.30
4/17/2019 0:00,"68,533.38","68,533.38","68,533.38",76608,75.60
4/18/2019 0:00,"70,428.41","70,428.41","70,428.41",76608,75.90
4/19/2019 0:00,"66,800.94","66,800.94","66,800.94",76608,76.20
4/20/2019 0:00,"64,302.41","64,302.41","64,302.41",76608,76.30
